"","Cgigas_KEGGID","Day","modColor","KEGGID_pathway","pathway.name","Num.genes.all","Num.genes.exp","Gene.IDs","Rich_factor","pvalue","log10_pvalue","qvalue","Cvirginica_TranscriptID","Cvirginica_GeneID","Cvirginica_Protein_name","Annotation_GO_ID","Cvirginica_length","Airradians_TranscriptID"
"11","crg:105343260","Day14","green","crg03010","Ribosome - Magallana gigas (Pacific oyster)",123,60,"105343260",0.48780487804878,4.2248054439943e-65,64.3741932858966,2.22358181262858e-63,"XM_022473375.1","LOC111128009"," 40S ribosomal protein S17-like","GO:0003735;GO:0005840;GO:0006412;GO:0042254",135,"evm.model.Contig224.114"
"12","crg:105347800","Day14","green","crg03010","Ribosome - Magallana gigas (Pacific oyster)",123,60,"105347800",0.48780487804878,4.2248054439943e-65,64.3741932858966,2.22358181262858e-63,"XM_022470798.1","LOC111126281"," 40S ribosomal protein S18","GO:0003723;GO:0003735;GO:0005840;GO:0006412;GO:0042254",152,"evm.model.Contig724.23"
"13","crg:105332191","Day14","green","crg03010","Ribosome - Magallana gigas (Pacific oyster)",123,60,"105332191",0.48780487804878,4.2248054439943e-65,64.3741932858966,2.22358181262858e-63,"XM_022458848.1","LOC111119040"," 40S ribosomal protein S2","GO:0003723;GO:0003735;GO:0005840;GO:0006412;GO:0042254",281,"evm.model.Contig104.113"
"14","crg:105340582","Day14","green","crg03010","Ribosome - Magallana gigas (Pacific oyster)",123,60,"105340582",0.48780487804878,4.2248054439943e-65,64.3741932858966,2.22358181262858e-63,"XM_022458026.1","LOC111118510"," 40S ribosomal protein S20","GO:0003723;GO:0003735;GO:0005840;GO:0006412;GO:0042254",118,"evm.model.Contig107.152"
"15","crg:105344033","Day14","green","crg03010","Ribosome - Magallana gigas (Pacific oyster)",123,60,"105344033",0.48780487804878,4.2248054439943e-65,64.3741932858966,2.22358181262858e-63,"XM_022464259.1","LOC111122453"," 40S ribosomal protein S21-like","GO:0003735;GO:0005840;GO:0006412;GO:0042254",83,"evm.model.Contig811.48"
"16","crg:105348430","Day14","green","crg03010","Ribosome - Magallana gigas (Pacific oyster)",123,60,"105348430",0.48780487804878,4.2248054439943e-65,64.3741932858966,2.22358181262858e-63,"XM_022441163.1","LOC111106468"," 40S ribosomal protein S23","GO:0003735;GO:0005840;GO:0006412;GO:0042254",142,"evm.model.Contig416.27"
"17","crg:105339104","Day14","green","crg03010","Ribosome - Magallana gigas (Pacific oyster)",123,60,"105339104",0.48780487804878,4.2248054439943e-65,64.3741932858966,2.22358181262858e-63,"XM_022466508.1","LOC111123867"," 40S ribosomal protein S25-like","",120,"evm.model.Contig131.76"
"18","crg:105318789","Day14","green","crg03010","Ribosome - Magallana gigas (Pacific oyster)",123,60,"105318789",0.48780487804878,4.2248054439943e-65,64.3741932858966,2.22358181262858e-63,"XM_022468823.1","LOC111125240"," 40S ribosomal protein S26-like","GO:0003735;GO:0005840;GO:0006412;GO:0042254",133,"evm.model.Contig730.5"
"19","crg:105323167","Day14","green","crg03010","Ribosome - Magallana gigas (Pacific oyster)",123,60,"105323167",0.48780487804878,4.2248054439943e-65,64.3741932858966,2.22358181262858e-63,"XM_022454936.1","LOC111115985"," 40S ribosomal protein S27-like","GO:0003735;GO:0005840;GO:0006412;GO:0042254",84,"evm.model.Contig1430.10"
"20","crg:105335873","Day14","green","crg03010","Ribosome - Magallana gigas (Pacific oyster)",123,60,"105335873",0.48780487804878,4.2248054439943e-65,64.3741932858966,2.22358181262858e-63,"XM_022471167.1","LOC111126482"," 40S ribosomal protein S3","GO:0003723;GO:0003735;GO:0005840;GO:0006412;GO:0042254",240,"evm.model.Contig1420.11"
"21","crg:105324356","Day14","green","crg03010","Ribosome - Magallana gigas (Pacific oyster)",123,60,"105324356",0.48780487804878,4.2248054439943e-65,64.3741932858966,2.22358181262858e-63,"XM_022470538.1","LOC111126128"," 40S ribosomal protein S3a-like","GO:0003735;GO:0005840;GO:0006412;GO:0042254",262,"evm.model.Contig733.44"
"22","crg:105332495","Day14","green","crg03010","Ribosome - Magallana gigas (Pacific oyster)",123,60,"105332495",0.48780487804878,4.2248054439943e-65,64.3741932858966,2.22358181262858e-63,"XM_022435081.1","LOC111102380"," 40S ribosomal protein S4-like","GO:0003723;GO:0003735;GO:0005840;GO:0006412;GO:0042254",262,"evm.model.Contig118.55"
"23","crg:105347828","Day14","green","crg03010","Ribosome - Magallana gigas (Pacific oyster)",123,60,"105347828",0.48780487804878,4.2248054439943e-65,64.3741932858966,2.22358181262858e-63,"XM_022469477.1","LOC111125548"," 40S ribosomal protein S5","GO:0003723;GO:0003735;GO:0005840;GO:0006412;GO:0042254",204,"evm.model.Contig32087.1"
"24","crg:105347828","Day14","green","crg03010","Ribosome - Magallana gigas (Pacific oyster)",123,60,"105347828",0.48780487804878,4.2248054439943e-65,64.3741932858966,2.22358181262858e-63,"XM_022469477.1","LOC111125548"," 40S ribosomal protein S5","GO:0003723;GO:0003735;GO:0005840;GO:0006412;GO:0042254",204,"evm.model.Contig271.62"
"25","crg:105341326","Day14","green","crg03010","Ribosome - Magallana gigas (Pacific oyster)",123,60,"105341326",0.48780487804878,4.2248054439943e-65,64.3741932858966,2.22358181262858e-63,"XM_022478004.1","LOC111130771"," 40S ribosomal protein S6-like","GO:0003735;GO:0005840;GO:0006412;GO:0042254",241,"evm.model.Contig143.93"
"26","crg:105319797","Day14","green","crg03010","Ribosome - Magallana gigas (Pacific oyster)",123,60,"105319797",0.48780487804878,4.2248054439943e-65,64.3741932858966,2.22358181262858e-63,"XM_022463302.1","LOC111121848"," 40S ribosomal protein S7-like","GO:0003735;GO:0005840;GO:0006412;GO:0042254",192,"evm.model.Contig80.260"
"27","crg:105340032","Day14","green","crg03010","Ribosome - Magallana gigas (Pacific oyster)",123,60,"105340032",0.48780487804878,4.2248054439943e-65,64.3741932858966,2.22358181262858e-63,"XM_022484792.1","LOC111135077"," 40S ribosomal protein S8-like","GO:0003735;GO:0005840;GO:0006412;GO:0042254",210,"evm.model.Contig951.1"
"28","crg:105341101","Day14","green","crg03010","Ribosome - Magallana gigas (Pacific oyster)",123,60,"105341101",0.48780487804878,4.2248054439943e-65,64.3741932858966,2.22358181262858e-63,"XM_022457442.1","LOC111118126"," 40S ribosomal protein S9","GO:0003735;GO:0005840;GO:0006412;GO:0019843;GO:0042254",188,"evm.model.Contig1530.8"
"29","crg:105335782","Day14","green","crg03010","Ribosome - Magallana gigas (Pacific oyster)",123,60,"105335782",0.48780487804878,4.2248054439943e-65,64.3741932858966,2.22358181262858e-63,"XM_022458054.1","LOC111118540"," 40S ribosomal protein SA-like","GO:0003735;GO:0005840;GO:0006412;GO:0042254",335,"evm.model.Contig108.56"
"30","crg:105319364","Day14","green","crg03010","Ribosome - Magallana gigas (Pacific oyster)",123,60,"105319364",0.48780487804878,4.2248054439943e-65,64.3741932858966,2.22358181262858e-63,"XM_022476705.1","LOC111130039"," 60S acidic ribosomal protein P0-like","GO:0005622;GO:0042254",314,"evm.model.Contig284.32"
"31","crg:105319364","Day14","green","crg03010","Ribosome - Magallana gigas (Pacific oyster)",123,60,"105319364",0.48780487804878,4.2248054439943e-65,64.3741932858966,2.22358181262858e-63,"XM_022476705.1","LOC111130039"," 60S acidic ribosomal protein P0-like","GO:0005622;GO:0042254",314,"evm.model.Contig277.42"
"32","crg:105329912","Day14","green","crg03010","Ribosome - Magallana gigas (Pacific oyster)",123,60,"105329912",0.48780487804878,4.2248054439943e-65,64.3741932858966,2.22358181262858e-63,"XM_022453199.1","LOC111114718"," 60S acidic ribosomal protein P1-like","GO:0003735;GO:0005840;GO:0006412;GO:0042254",113,"evm.model.Contig147608.1"
"33","crg:105329912","Day14","green","crg03010","Ribosome - Magallana gigas (Pacific oyster)",123,60,"105329912",0.48780487804878,4.2248054439943e-65,64.3741932858966,2.22358181262858e-63,"XM_022453199.1","LOC111114718"," 60S acidic ribosomal protein P1-like","GO:0003735;GO:0005840;GO:0006412;GO:0042254",113,"evm.model.Contig324.55"
"34","crg:105338035","Day14","green","crg03010","Ribosome - Magallana gigas (Pacific oyster)",123,60,"105338035",0.48780487804878,4.2248054439943e-65,64.3741932858966,2.22358181262858e-63,"XM_022475787.1","LOC111129410"," 60S ribosomal protein L11-like","GO:0003735;GO:0005840;GO:0006412;GO:0042254",183,"evm.model.Contig141.53"
"35","crg:105337746","Day14","green","crg03010","Ribosome - Magallana gigas (Pacific oyster)",123,60,"105337746",0.48780487804878,4.2248054439943e-65,64.3741932858966,2.22358181262858e-63,"XM_022486262.1","LOC111135849"," 60S ribosomal protein L13-like","GO:0003735;GO:0005840;GO:0006412;GO:0042254",212,"evm.model.Contig225.126"
"36","crg:105335803","Day14","green","crg03010","Ribosome - Magallana gigas (Pacific oyster)",123,60,"105335803",0.48780487804878,4.2248054439943e-65,64.3741932858966,2.22358181262858e-63,"XM_022436139.1","LOC111103110"," 60S ribosomal protein L13a-like","GO:0003735;GO:0005840;GO:0006412;GO:0042254",203,"evm.model.Contig0.129"
"37","crg:105332844","Day14","green","crg03010","Ribosome - Magallana gigas (Pacific oyster)",123,60,"105332844",0.48780487804878,4.2248054439943e-65,64.3741932858966,2.22358181262858e-63,"XM_022486934.1","LOC111136230"," 60S ribosomal protein L14-like","GO:0003723;GO:0003735;GO:0005840;GO:0006412;GO:0042254",151,"evm.model.Contig121.48"
"38","crg:105326463","Day14","green","crg03010","Ribosome - Magallana gigas (Pacific oyster)",123,60,"105326463",0.48780487804878,4.2248054439943e-65,64.3741932858966,2.22358181262858e-63,"XM_022440951.1","LOC111106322"," 60S ribosomal protein L18a-like","GO:0003735;GO:0005840;GO:0006412;GO:0042254",176,"evm.model.Contig124.74"
"39","crg:105321315","Day14","green","crg03010","Ribosome - Magallana gigas (Pacific oyster)",123,60,"105321315",0.48780487804878,4.2248054439943e-65,64.3741932858966,2.22358181262858e-63,"XM_022468134.1","LOC111124874"," 60S ribosomal protein L19-like","GO:0003723;GO:0003735;GO:0005829;GO:0005840;GO:0006412;GO:0042254",198,"evm.model.Contig88722.1"
"40","crg:105321315","Day14","green","crg03010","Ribosome - Magallana gigas (Pacific oyster)",123,60,"105321315",0.48780487804878,4.2248054439943e-65,64.3741932858966,2.22358181262858e-63,"XM_022468134.1","LOC111124874"," 60S ribosomal protein L19-like","GO:0003723;GO:0003735;GO:0005829;GO:0005840;GO:0006412;GO:0042254",198,"evm.model.Contig224.15"
"41","crg:105326418","Day14","green","crg03010","Ribosome - Magallana gigas (Pacific oyster)",123,60,"105326418",0.48780487804878,4.2248054439943e-65,64.3741932858966,2.22358181262858e-63,"XM_022457419.1","LOC111118104"," 60S ribosomal protein L23","GO:0003735;GO:0005840;GO:0006412;GO:0042254",140,"evm.model.Contig132.183"
"42","crg:105346731","Day14","green","crg03010","Ribosome - Magallana gigas (Pacific oyster)",123,60,"105346731",0.48780487804878,4.2248054439943e-65,64.3741932858966,2.22358181262858e-63,"XM_022480834.1","LOC111132903"," 60S ribosomal protein L23a-like","GO:0003735;GO:0005840;GO:0006412;GO:0042254",172,"evm.model.Contig1145.1.1"
"43","crg:105342603","Day14","green","crg03010","Ribosome - Magallana gigas (Pacific oyster)",123,60,"105342603",0.48780487804878,4.2248054439943e-65,64.3741932858966,2.22358181262858e-63,"XM_022436199.1","LOC111103150"," 60S ribosomal protein L24-like","",156,"evm.model.Contig127.85"
"44","crg:105325638","Day14","green","crg03010","Ribosome - Magallana gigas (Pacific oyster)",123,60,"105325638",0.48780487804878,4.2248054439943e-65,64.3741932858966,2.22358181262858e-63,"XM_022487266.1","LOC111136425"," 60S ribosomal protein L26-like","GO:0003735;GO:0005840;GO:0006412;GO:0042254",143,"evm.model.Contig703.3"
"45","crg:105347733","Day14","green","crg03010","Ribosome - Magallana gigas (Pacific oyster)",123,60,"105347733",0.48780487804878,4.2248054439943e-65,64.3741932858966,2.22358181262858e-63,"XM_022448430.1","LOC111111438"," 60S ribosomal protein L27","GO:0003735;GO:0005840;GO:0006412;GO:0042254",136,"evm.model.Contig228.69"
"46","crg:105324627","Day14","green","crg03010","Ribosome - Magallana gigas (Pacific oyster)",123,60,"105324627",0.48780487804878,4.2248054439943e-65,64.3741932858966,2.22358181262858e-63,"XM_022460725.1","LOC111120067"," 60S ribosomal protein L27a-like","GO:0003735;GO:0005840;GO:0006412;GO:0042254",147,"evm.model.Contig210.69"
"47","crg:105330605","Day14","green","crg03010","Ribosome - Magallana gigas (Pacific oyster)",123,60,"105330605",0.48780487804878,4.2248054439943e-65,64.3741932858966,2.22358181262858e-63,"XM_022485315.1","LOC111135345"," 60S ribosomal protein L30-like","GO:0003723;GO:0003735;GO:0005840;GO:0006412;GO:0042254",115,"evm.model.Contig324.58"
"48","crg:105337115","Day14","green","crg03010","Ribosome - Magallana gigas (Pacific oyster)",123,60,"105337115",0.48780487804878,4.2248054439943e-65,64.3741932858966,2.22358181262858e-63,"XM_022434060.1","LOC111101507"," 60S ribosomal protein L32-like","GO:0003735;GO:0005840;GO:0006412;GO:0042254",134,"evm.model.Contig119.110.1"
"49","crg:105319282","Day14","green","crg03010","Ribosome - Magallana gigas (Pacific oyster)",123,60,"105319282",0.48780487804878,4.2248054439943e-65,64.3741932858966,2.22358181262858e-63,"XM_022458872.1","LOC111119059"," 60S ribosomal protein L34-like","GO:0003735;GO:0005840;GO:0006412;GO:0042254",113,"evm.model.Contig855.23"
"50","crg:105338614","Day14","green","crg03010","Ribosome - Magallana gigas (Pacific oyster)",123,60,"105338614",0.48780487804878,4.2248054439943e-65,64.3741932858966,2.22358181262858e-63,"XM_022472613.1","LOC111127437"," 60S ribosomal protein L35-like","GO:0003735;GO:0005840;GO:0006412;GO:0042254",123,"evm.model.Contig903.15"
"51","crg:105338614","Day14","green","crg03010","Ribosome - Magallana gigas (Pacific oyster)",123,60,"105338614",0.48780487804878,4.2248054439943e-65,64.3741932858966,2.22358181262858e-63,"XM_022472613.1","LOC111127437"," 60S ribosomal protein L35-like","GO:0003735;GO:0005840;GO:0006412;GO:0042254",123,"evm.model.Contig111500.1"
"52","crg:105333469","Day14","green","crg03010","Ribosome - Magallana gigas (Pacific oyster)",123,60,"105333469",0.48780487804878,4.2248054439943e-65,64.3741932858966,2.22358181262858e-63,"XM_022434493.1","LOC111101860"," 60S ribosomal protein L35a-like","GO:0003735;GO:0005840;GO:0006412;GO:0042254",123,"evm.model.Contig370.7"
"53","crg:105319573","Day14","green","crg03010","Ribosome - Magallana gigas (Pacific oyster)",123,60,"105319573",0.48780487804878,4.2248054439943e-65,64.3741932858966,2.22358181262858e-63,"XM_022453757.1","LOC111115132"," 60S ribosomal protein L37a","GO:0003735;GO:0005840;GO:0006412;GO:0042254",92,"evm.model.Contig228.65"
"54","crg:105330130","Day14","green","crg03010","Ribosome - Magallana gigas (Pacific oyster)",123,60,"105330130",0.48780487804878,4.2248054439943e-65,64.3741932858966,2.22358181262858e-63,"XM_022476789.1","LOC111130094"," 60S ribosomal protein L4-like","GO:0003735;GO:0005840;GO:0006412;GO:0042254",381,"evm.model.Contig687.23"
"55","crg:105348141","Day14","green","crg03010","Ribosome - Magallana gigas (Pacific oyster)",123,60,"105348141",0.48780487804878,4.2248054439943e-65,64.3741932858966,2.22358181262858e-63,"XM_022439983.1","LOC111105616"," 60S ribosomal protein L44-like","GO:0003735;GO:0005840;GO:0006412;GO:0042254",106,"evm.model.Contig223.123"
"56","crg:105338604","Day14","green","crg03010","Ribosome - Magallana gigas (Pacific oyster)",123,60,"105338604",0.48780487804878,4.2248054439943e-65,64.3741932858966,2.22358181262858e-63,"XM_022471372.1","LOC111126614"," 60S ribosomal protein L5-like","GO:0003735;GO:0005840;GO:0006412;GO:0019843;GO:0042254",299,"evm.model.Contig407.51"
"57","crg:105344646","Day14","green","crg03010","Ribosome - Magallana gigas (Pacific oyster)",123,60,"105344646",0.48780487804878,4.2248054439943e-65,64.3741932858966,2.22358181262858e-63,"XM_022483582.1","LOC111134500"," 60S ribosomal protein L7-like","",245,"evm.model.Contig481.10"
"58","crg:105338870","Day14","green","crg03010","Ribosome - Magallana gigas (Pacific oyster)",123,60,"105338870",0.48780487804878,4.2248054439943e-65,64.3741932858966,2.22358181262858e-63,"XM_022469114.1","LOC111125367"," 60S ribosomal protein L7a-like","GO:0032991;GO:0042254",268,"evm.model.Contig132.187"
"59","crg:105328963","Day14","green","crg03010","Ribosome - Magallana gigas (Pacific oyster)",123,60,"105328963",0.48780487804878,4.2248054439943e-65,64.3741932858966,2.22358181262858e-63,"XM_022461471.1","LOC111120619"," probable 60S ribosomal protein L37-A","GO:0003735;GO:0005840;GO:0006412;GO:0042254",101,"evm.model.Contig420.12"
"60","crg:105320864","Day14","green","crg03010","Ribosome - Magallana gigas (Pacific oyster)",123,60,"105320864",0.48780487804878,4.2248054439943e-65,64.3741932858966,2.22358181262858e-63,"XM_022479304.1","LOC111131668"," probable ribosome biogenesis protein RLP24","",163,"evm.model.Contig74.74"
"61","crg:105342397","Day14","green","crg03010","Ribosome - Magallana gigas (Pacific oyster)",123,60,"105342397",0.48780487804878,4.2248054439943e-65,64.3741932858966,2.22358181262858e-63,"XM_022478637.1","LOC111131216"," ubiquitin-40S ribosomal protein S27a","GO:0003735;GO:0005840;GO:0006412;GO:0042254",156,"evm.model.Contig11132.1"
"62","crg:105347132","Day14","green","crg03010","Ribosome - Magallana gigas (Pacific oyster)",123,60,"105347132",0.48780487804878,4.2248054439943e-65,64.3741932858966,2.22358181262858e-63,"XM_022479295.1","LOC111131662"," ubiquitin-like protein FUBI","GO:0003735;GO:0005840;GO:0006412;GO:0042254",153,"evm.model.Contig677.11"
"63","crg:105321548","Day14","green","crg03010","Ribosome - Magallana gigas (Pacific oyster)",123,60,"105321548",0.48780487804878,4.2248054439943e-65,64.3741932858966,2.22358181262858e-63,"XM_022467108.1","LOC111124252"," uncharacterized","GO:0003735;GO:0005840;GO:0006412;GO:0042254",816,"evm.model.Contig826.19"
