"","Day","modColor","KEGGID_pathway","pathway.name","Num.genes.all","Num.genes.exp","Gene.IDs","Rich_factor","pvalue","log10_pvalue","qvalue"
"1","Day14","green","crg03010","Ribosome - Magallana gigas (Pacific oyster)",123,60,"105335803/105331157/105332191/105340582/105335782/105342397/105346731/105318421/105348656/105332495/105337115/105332844/105326463/105342603/105339104/105326418/105338870/105338035/105335873/105341326/105323167/105344628/105341412/105341101/105324627/105348141/105343260/105321315/105337746/105319573/105347733/105347828/105319364/105329912/105330605/105336674/105333469/105338604/105348430/105328963/105335875/105317506/105344646/105338085/105347132/105330130/105325638/105347800/105318789/105324356/105348494/105332215/105320864/105320386/105319797/105344033/105321548/105319282/105338614/105340032",0.48780487804878,4.2248054439943e-65,64.3741932858966,2.22358181262858e-63
