"","Day","Run_date","pCO2_history","pCO2_exposure","Scallop_ID","mean_MDA_µmol","sd_MDA_µmol","n","se_MDA_µmol"
"1",1,20231004,"low","low",1,79.9289520426288,5.65183040024773,2,3.99644760213145
"2",1,20231004,"low","low",4,51.2433392539965,16.5787025073933,2,11.7229129662522
"3",1,20231004,"low","low",7,350.88809946714,274.804553683156,2,194.316163410302
"4",1,20231004,"low","low",8,92.1847246891652,0.125596231116602,2,0.0888099467140222
"5",1,20231004,"low","low",9,189.964476021314,43.9586808908156,2,31.0834813499112
"6",1,20231004,"low","moderate",11,70.5150976909414,7.66137009811356,2,5.41740674955594
"7",1,20231004,"low","moderate",12,365.985790408526,84.4006673103659,2,59.6802841918295
"8",1,20231004,"low","moderate",13,57.0159857904085,4.89825301354802,2,3.46358792184725
"9",1,20231004,"low","moderate",15,90.7637655417407,6.4054077869474,2,4.52930728241562
"10",1,20231004,"low","moderate",18,55.595026642984,8.91733240927974,2,6.30550621669628
"11",1,20231004,"low","severe",21,138.010657193606,36.297310792702,2,25.6660746003552
"12",1,20231004,"low","severe",24,41.2966252220249,3.51669447126524,2,2.48667850799289
"13",1,20231004,"low","severe",25,37.6554174067496,5.6518304002477,2,3.99644760213143
"14",1,20231004,"low","severe",26,72.3801065719361,20.597781903125,2,14.5648312611013
"15",1,20231004,"low","severe",28,75.6660746003552,1.38155854228278,2,0.976909413854358
"16",1,20231004,"moderate","low",31,134.547069271758,9.29412110262956,2,6.57193605683835
"17",1,20231004,"moderate","low",32,69.449378330373,16.2019138140435,2,11.4564831261101
"18",1,20231004,"moderate","low",33,75.8436944937833,14.4435665784109,2,10.2131438721137
"19",1,20231004,"moderate","low",35,1.33214920071048,8.28935125369664,2,5.8614564831261
"20",1,20231004,"moderate","low",38,158.880994671403,90.1780939417302,2,63.7655417406749
"21",1,20231004,"moderate","moderate",41,52.0426287744227,3.64229070238186,2,2.57548845470693
"22",1,20231004,"moderate","moderate",44,196.269982238011,6.40540778694743,2,4.52930728241564
"23",1,20231004,"moderate","moderate",45,11.8117229129663,3.76788693349848,2,2.66429840142096
"24",1,20231004,"moderate","moderate",46,93.8721136767318,18.5882422052591,2,13.1438721136767
"25",1,20231004,"moderate","moderate",48,225.222024866785,46.0938168197981,2,32.5932504440497
