"","Day","pCO2_history","pCO2_exposure","Scallop_ID","mean_ATP_nmol","mean_TotalProtein_ug","ATP_nmol_ug_protein"
"1",1,"low","low",1,1.50905432595573,1.83977375308695,0.410119538726895
"2",1,"low","low",4,1.19919517102616,0.91687771891582,0.6539558908925
"3",1,"low","low",7,2.15392354124748,0.877911353510293,1.22673179509247
"4",1,"low","low",8,2.24025974025974,1.16743166462725,0.959482172763844
"5",1,"low","low",9,1.35010060362173,1.43038317527423,0.47193669044761
"6",1,"low","moderate",11,1.78831168831169,0.858095557803821,1.04202362548562
"7",1,"low","moderate",12,1.44164989939638,0.872535775477602,0.826126526793276
"8",1,"low","moderate",13,2.35974025974026,0.854220687923619,1.38122401687329
"9",1,"low","moderate",15,1.86363636363636,0.916268037502328,1.01697117402266
"10",1,"low","moderate",18,3.65064935064935,1.19610143120512,1.52606177678893
"11",1,"low","severe",21,1.60814889336016,2.62039633003808,0.306852225925838
"12",1,"low","severe",24,1.88181818181818,1.0833254,0.8685378289008
"13",1,"low","severe",25,1.8025974025974,0.633823482669491,1.42200269624388
"14",1,"low","severe",26,3.58701298701299,2.34829062925254,0.763749797901874
"15",1,"low","severe",28,2.02597402597403,1.19748300198804,0.84593018130969
"16",1,"moderate","low",31,1.71948051948052,0.818088105905775,1.05091401957051
"17",1,"moderate","low",32,1.24547283702213,0.719151475865128,0.865932198445292
"18",1,"moderate","low",33,5.03766233766234,1.74676180021954,1.44200037378571
"19",1,"moderate","low",35,2.07142857142857,0.9582917,1.08079229499148
"20",1,"moderate","low",38,1.78831168831169,0.549165608478588,1.62820801293988
"21",1,"moderate","moderate",41,2.2012987012987,1.02614264049459,1.07260853142098
"22",1,"moderate","moderate",44,1.8817907444668,2.20772023689015,0.426184149835385
"23",1,"moderate","moderate",45,1.76623376623377,0.36817914819209,2.39860645952751
"24",1,"moderate","moderate",46,1.21629778672032,0.66476985958207,0.914826213304096
"25",1,"moderate","moderate",48,1.54415584415584,1.19835119332873,0.644283517533182
"26",1,"moderate","severe",51,3.22337662337662,1.61116904500549,1.00032229186902
"27",1,"moderate","severe",54,2.45454545454545,1.25105356257252,0.980991353199225
"28",1,"moderate","severe",57,1.45674044265594,1.43398653944391,0.50793379246811
"29",1,"moderate","severe",58,1.79090909090909,0.510483527901264,1.75413014624782
"30",1,"moderate","severe",59,1.45523138832998,2.03270360427376,0.35795464357675
"31",1,"severe","low",61,2.61688311688312,1.06177582331621,1.2323143263471
"32",1,"severe","low",64,2.08701298701299,0.939468739341539,1.11074104949769
"33",1,"severe","low",65,1.34708249496982,0.867784608367019,0.776161781380713
"34",1,"severe","low",66,1.52337662337662,0.514555982188787,1.48028268653741
"35",1,"severe","low",68,3.15324675324675,2.03304206697686,0.77549963290618
"36",1,"severe","moderate",71,1.91038961038961,0.304086012362467,3.14119941846001
"37",1,"severe","moderate",74,1.49698189134809,1.05069420813588,0.712377530853624
"38",1,"severe","moderate",77,1.24346076458753,2.01749129650562,0.308170044337057
"39",1,"severe","moderate",78,1.76233766233766,1.60985037230526,0.547360702788186
"40",1,"severe","moderate",79,2.04805194805195,0.926228810682597,1.10558639745972
"41",1,"severe","severe",81,2.41038961038961,1.20987758919012,0.996129539023486
"42",1,"severe","severe",82,4.75050301810865,0.584653133779661,4.06266788257649
"43",1,"severe","severe",83,1.28672032193159,0.973871101314056,0.660621472490251
"44",1,"severe","severe",85,1.64084507042254,1.33426331812956,0.61488802402316
"45",1,"severe","severe",88,2.05064935064935,1.0924040463883,0.938594724831529
"46",14,"low","low",2,1.76363636363636,0.508977809264976,1.7325277561543
"47",14,"low","low",5,1.74025974025974,1.26699293316443,0.686767737493723
"48",14,"low","moderate",19,2.6987012987013,1.1510635582737,1.17226424175424
"49",14,"low","severe",22,1.78441558441558,0.419510973222448,2.12678058300681
"50",14,"low","severe",29,2.11168831168831,1.52210581438561,0.693673295158092
"51",14,"moderate","low",39,2.65974025974026,1.43252359580423,0.928340820189792
"52",14,"moderate","low",40,2.5,1.49939189270207,0.83367130773754
"53",14,"moderate","moderate",47,2.31038961038961,0.903897323697492,1.27801551670643
"54",14,"moderate","severe",55,3.28961038961039,2.62039633003808,0.627693290495981
"55",14,"moderate","severe",60,2.08831168831169,1.44481297397919,0.722692738064297
"56",14,"severe","low",62,1.12273641851107,0.468162923051471,1.19908728695676
"57",14,"severe","low",62,1.12273641851107,0.821767700477486,0.683122747376603
"58",14,"severe","low",67,2.14025974025974,0.8076951,1.32491811592007
"59",14,"severe","low",70,1.2248490945674,1.13315469146901,0.540459790613195
"60",14,"severe","moderate",72,1.96363636363636,0.823729141110348,1.19191871795957
"61",14,"severe","moderate",73,1.60779220779221,1.06844471427882,0.752398409719042
"62",14,"severe","severe",84,2.15324675324675,0.794270329896232,1.35548733988846
"63",14,"severe","severe",86,2.02857142857143,0.895104892958694,1.13314732414553
"64",14,"severe","severe",87,3.3038961038961,1.11585058951509,1.48043839154661
"65",14,"severe","severe",90,1.76233766233766,0.682411003829886,1.29125823913076
