"source","term_name","term_id","highlighted","adjusted_p_value","negative_log10_of_adjusted_p_value","term_size","query_size","intersection_size","effective_domain_size","intersections"
"GO:MF","cysteine-type deubiquitinase activity","GO:0004843","false","0.0005370603364856977","3.2699769203883458","66","323","9","17566","LOC111100561,LOC111107844,LOC111110179,LOC111119194,LOC111125954,LOC111126744,LOC111133508,LOC111135619,LOC111138241"
"GO:MF","ATP binding","GO:0005524","false","0.0006139665039123773","3.2118553219579145","1274","323","47","17566","LOC111101424,LOC111103394,LOC111103560,LOC111103614,LOC111104302,LOC111107462,LOC111108651,LOC111108659,LOC111112024,LOC111113298,LOC111114585,LOC111115500,LOC111119239,LOC111119485,LOC111119696,LOC111120956,LOC111120974,LOC111121647,LOC111122076,LOC111123342,LOC111124684,LOC111124742,LOC111125428,LOC111129876,LOC111130266,LOC111135167,LOC111135799,LOC111135863,LOC111136675,LOC111100562,LOC111101041,LOC111112439,LOC111118263,LOC111120831,LOC111121838,LOC111122859,LOC111124294,LOC111125149,LOC111125575,LOC111125896,LOC111128337,LOC111130537,LOC111131693,LOC111132874,LOC111135545,LOC111135733,LOC111137330"
"GO:MF","binding","GO:0005488","false","0.000665357801536471","3.1769447465104763","11703","323","252","17566","LOC111099483,LOC111100349,LOC111100575,LOC111100650,LOC111100788,LOC111100801,LOC111100874,LOC111101050,LOC111101424,LOC111101522,LOC111101605,LOC111101773,LOC111101890,LOC111102241,LOC111102810,LOC111103325,LOC111103394,LOC111103396,LOC111103558,LOC111103560,LOC111103614,LOC111103820,LOC111103963,LOC111104021,LOC111104083,LOC111104302,LOC111104629,LOC111104991,LOC111105859,LOC111106228,LOC111107346,LOC111107462,LOC111107565,LOC111107627,LOC111107844,LOC111108313,LOC111108521,LOC111108651,LOC111108659,LOC111110098,LOC111111230,LOC111111666,LOC111112024,LOC111112613,LOC111112969,LOC111112993,LOC111113124,LOC111113298,LOC111113309,LOC111113633,LOC111114498,LOC111114585,LOC111115500,LOC111116710,LOC111117024,LOC111118011,LOC111118013,LOC111118493,LOC111118791,LOC111118832,LOC111119016,LOC111119097,LOC111119126,LOC111119239,LOC111119405,LOC111119485,LOC111119530,LOC111119648,LOC111119696,LOC111119946,LOC111119988,LOC111120089,LOC111120480,LOC111120496,LOC111120559,LOC111120563,LOC111120566,LOC111120713,LOC111120842,LOC111120855,LOC111120888,LOC111120956,LOC111120974,LOC111121229,LOC111121590,LOC111121641,LOC111121647,LOC111121717,LOC111121770,LOC111121854,LOC111122076,LOC111122159,LOC111122172,LOC111122316,LOC111122641,LOC111122649,LOC111123078,LOC111123204,LOC111123342,LOC111123556,LOC111123666,LOC111123809,LOC111123813,LOC111123910,LOC111124663,LOC111124684,LOC111124742,LOC111125428,LOC111125664,LOC111125668,LOC111125954,LOC111126115,LOC111127227,LOC111127862,LOC111127901,LOC111128122,LOC111128315,LOC111128721,LOC111128768,LOC111129009,LOC111129084,LOC111129185,LOC111129357,LOC111129382,LOC111129512,LOC111129643,LOC111129694,LOC111129876,LOC111130099,LOC111130121,LOC111130266,LOC111130302,LOC111130599,LOC111130627,LOC111130690,LOC111131028,LOC111131875,LOC111134270,LOC111134318,LOC111134353,LOC111134366,LOC111134457,LOC111134646,LOC111134972,LOC111135127,LOC111135167,LOC111135189,LOC111135325,LOC111135412,LOC111135433,LOC111135471,LOC111135640,LOC111135706,LOC111135799,LOC111135863,LOC111135896,LOC111136070,LOC111136110,LOC111136140,LOC111136184,LOC111136531,LOC111136587,LOC111136675,LOC111136770,LOC111136886,LOC111137265,LOC111137552,LOC111137683,LOC111137702,LOC111137796,LOC111137900,LOC111138003,LOC111138015,LOC111138365,LOC111100562,LOC111101041,LOC111101228,LOC111103429,LOC111103765,LOC111103943,LOC111104342,LOC111104507,LOC111105035,LOC111106010,LOC111106654,LOC111106667,LOC111111251,LOC111112161,LOC111112319,LOC111112439,LOC111112938,LOC111114596,LOC111115153,LOC111117947,LOC111118002,LOC111118263,LOC111118651,LOC111119439,LOC111119832,LOC111120358,LOC111120787,LOC111120791,LOC111120831,LOC111121517,LOC111121838,LOC111122102,LOC111122390,LOC111122859,LOC111123035,LOC111123210,LOC111123470,LOC111124294,LOC111124373,LOC111125149,LOC111125575,LOC111125622,LOC111125896,LOC111125942,LOC111126083,LOC111128153,LOC111128337,LOC111129441,LOC111129666,LOC111129833,LOC111130166,LOC111130183,LOC111130358,LOC111130537,LOC111131030,LOC111131214,LOC111131693,LOC111131763,LOC111132090,LOC111132827,LOC111132870,LOC111132874,LOC111134506,LOC111134885,LOC111135445,LOC111135538,LOC111135545,LOC111135733,LOC111135851,LOC111135912,LOC111136440,LOC111136484,LOC111137216,LOC111137330,LOC111137630,LOC111137958,LOC111138241,LOC111138513"
"GO:MF","deubiquitinase activity","GO:0101005","false","0.0006923659303277775","3.159664310864069","68","323","9","17566","LOC111100561,LOC111107844,LOC111110179,LOC111119194,LOC111125954,LOC111126744,LOC111133508,LOC111135619,LOC111138241"
"GO:MF","adenyl ribonucleotide binding","GO:0032559","false","0.0007573332261564686","3.120712989141497","1284","323","47","17566","LOC111101424,LOC111103394,LOC111103560,LOC111103614,LOC111104302,LOC111107462,LOC111108651,LOC111108659,LOC111112024,LOC111113298,LOC111114585,LOC111115500,LOC111119239,LOC111119485,LOC111119696,LOC111120956,LOC111120974,LOC111121647,LOC111122076,LOC111123342,LOC111124684,LOC111124742,LOC111125428,LOC111129876,LOC111130266,LOC111135167,LOC111135799,LOC111135863,LOC111136675,LOC111100562,LOC111101041,LOC111112439,LOC111118263,LOC111120831,LOC111121838,LOC111122859,LOC111124294,LOC111125149,LOC111125575,LOC111125896,LOC111128337,LOC111130537,LOC111131693,LOC111132874,LOC111135545,LOC111135733,LOC111137330"
"GO:MF","ribonucleoside triphosphate phosphatase activity","GO:0017111","true","0.0014812614784287222","2.8293682712456927","542","323","26","17566","LOC111101424,LOC111103394,LOC111103614,LOC111106228,LOC111108521,LOC111114498,LOC111115500,LOC111119485,LOC111120855,LOC111120956,LOC111122641,LOC111135799,LOC111135863,LOC111136675,LOC111104342,LOC111112319,LOC111120831,LOC111121517,LOC111121838,LOC111122859,LOC111123035,LOC111125149,LOC111125575,LOC111125896,LOC111135545,LOC111135733"
"GO:MF","carbohydrate derivative binding","GO:0097367","false","0.0015721193479792033","2.803514487430634","1854","323","60","17566","LOC111101424,LOC111103394,LOC111103560,LOC111103614,LOC111104302,LOC111106228,LOC111107462,LOC111108521,LOC111108651,LOC111108659,LOC111112024,LOC111112993,LOC111113298,LOC111114498,LOC111114585,LOC111115500,LOC111119239,LOC111119485,LOC111119696,LOC111120855,LOC111120956,LOC111120974,LOC111121647,LOC111122076,LOC111122641,LOC111123342,LOC111124684,LOC111124742,LOC111125428,LOC111129876,LOC111130266,LOC111135167,LOC111135799,LOC111135863,LOC111136675,LOC111100562,LOC111101041,LOC111104342,LOC111112319,LOC111112439,LOC111114596,LOC111118263,LOC111120831,LOC111121517,LOC111121838,LOC111122390,LOC111122859,LOC111123035,LOC111124294,LOC111125149,LOC111125575,LOC111125896,LOC111128337,LOC111130166,LOC111130537,LOC111131693,LOC111132874,LOC111135545,LOC111135733,LOC111137330"
"GO:MF","catalytic activity","GO:0003824","false","0.001901162568798005","2.7209807449371923","5779","323","143","17566","LOC111099182,LOC111100046,LOC111100561,LOC111100575,LOC111101050,LOC111101424,LOC111101605,LOC111101890,LOC111102241,LOC111103393,LOC111103394,LOC111103614,LOC111104083,LOC111104302,LOC111104629,LOC111105222,LOC111105513,LOC111106228,LOC111106992,LOC111107462,LOC111107844,LOC111108521,LOC111108651,LOC111110098,LOC111110179,LOC111110933,LOC111111230,LOC111112024,LOC111113298,LOC111114498,LOC111114585,LOC111114931,LOC111115500,LOC111116710,LOC111117774,LOC111118011,LOC111119097,LOC111119126,LOC111119194,LOC111119239,LOC111119322,LOC111119485,LOC111119696,LOC111120480,LOC111120855,LOC111120956,LOC111120964,LOC111120974,LOC111121647,LOC111121788,LOC111122040,LOC111122076,LOC111122423,LOC111122641,LOC111123342,LOC111123809,LOC111124742,LOC111125081,LOC111125954,LOC111126744,LOC111127104,LOC111127341,LOC111127862,LOC111127901,LOC111128315,LOC111128372,LOC111129876,LOC111129892,LOC111130121,LOC111130266,LOC111130274,LOC111130599,LOC111130627,LOC111131197,LOC111131384,LOC111131411,LOC111131875,LOC111133508,LOC111133529,LOC111133742,LOC111134457,LOC111135167,LOC111135619,LOC111135799,LOC111135863,LOC111136113,LOC111136531,LOC111136587,LOC111136675,LOC111136770,LOC111138521,LOC111099454,LOC111100044,LOC111101237,LOC111102465,LOC111103943,LOC111104342,LOC111104507,LOC111106299,LOC111106654,LOC111106667,LOC111107204,LOC111108424,LOC111111251,LOC111112319,LOC111112920,LOC111113026,LOC111113116,LOC111113945,LOC111114457,LOC111114596,LOC111118263,LOC111120831,LOC111121266,LOC111121517,LOC111121838,LOC111122390,LOC111122859,LOC111123035,LOC111124294,LOC111125149,LOC111125575,LOC111125896,LOC111126361,LOC111128337,LOC111129833,LOC111130095,LOC111130166,LOC111130358,LOC111130537,LOC111130950,LOC111132090,LOC111132870,LOC111132874,LOC111133847,LOC111134506,LOC111134945,LOC111135545,LOC111135733,LOC111136681,LOC111137330,LOC111138241,LOC111138513"
"GO:MF","pyrophosphatase activity","GO:0016462","false","0.003659136593660703","2.436621378224279","571","323","26","17566","LOC111101424,LOC111103394,LOC111103614,LOC111106228,LOC111108521,LOC111114498,LOC111115500,LOC111119485,LOC111120855,LOC111120956,LOC111122641,LOC111135799,LOC111135863,LOC111136675,LOC111104342,LOC111112319,LOC111120831,LOC111121517,LOC111121838,LOC111122859,LOC111123035,LOC111125149,LOC111125575,LOC111125896,LOC111135545,LOC111135733"
"GO:MF","hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides","GO:0016818","false","0.005362150918090406","2.270660966934355","584","323","26","17566","LOC111101424,LOC111103394,LOC111103614,LOC111106228,LOC111108521,LOC111114498,LOC111115500,LOC111119485,LOC111120855,LOC111120956,LOC111122641,LOC111135799,LOC111135863,LOC111136675,LOC111104342,LOC111112319,LOC111120831,LOC111121517,LOC111121838,LOC111122859,LOC111123035,LOC111125149,LOC111125575,LOC111125896,LOC111135545,LOC111135733"
"GO:MF","hydrolase activity, acting on acid anhydrides","GO:0016817","false","0.005679960247344288","2.2456547037994445","586","323","26","17566","LOC111101424,LOC111103394,LOC111103614,LOC111106228,LOC111108521,LOC111114498,LOC111115500,LOC111119485,LOC111120855,LOC111120956,LOC111122641,LOC111135799,LOC111135863,LOC111136675,LOC111104342,LOC111112319,LOC111120831,LOC111121517,LOC111121838,LOC111122859,LOC111123035,LOC111125149,LOC111125575,LOC111125896,LOC111135545,LOC111135733"
"GO:MF","hydrolase activity","GO:0016787","false","0.006532976798177725","2.1848888842013214","2384","323","70","17566","LOC111100561,LOC111100575,LOC111101050,LOC111101424,LOC111101605,LOC111103394,LOC111103614,LOC111104629,LOC111106228,LOC111107844,LOC111108521,LOC111110179,LOC111110933,LOC111114498,LOC111115500,LOC111116710,LOC111117774,LOC111119194,LOC111119485,LOC111120855,LOC111120956,LOC111122423,LOC111122641,LOC111125954,LOC111126744,LOC111127104,LOC111127341,LOC111128372,LOC111131384,LOC111131411,LOC111131875,LOC111133508,LOC111133529,LOC111133742,LOC111134457,LOC111135619,LOC111135799,LOC111135863,LOC111136531,LOC111136675,LOC111136770,LOC111101237,LOC111103943,LOC111104342,LOC111106299,LOC111106654,LOC111106667,LOC111107204,LOC111108424,LOC111111251,LOC111112319,LOC111113026,LOC111113116,LOC111114457,LOC111120831,LOC111121517,LOC111121838,LOC111122859,LOC111123035,LOC111125149,LOC111125575,LOC111125896,LOC111129833,LOC111130950,LOC111133847,LOC111135545,LOC111135733,LOC111136681,LOC111138241,LOC111138513"
"GO:MF","ATP hydrolysis activity","GO:0016887","false","0.0068845593644928085","2.162123850859955","269","323","16","17566","LOC111101424,LOC111103394,LOC111103614,LOC111115500,LOC111119485,LOC111120956,LOC111135799,LOC111135863,LOC111136675,LOC111120831,LOC111121838,LOC111122859,LOC111125149,LOC111125575,LOC111125896,LOC111135545"
"GO:MF","protein binding","GO:0005515","false","0.026898718198579613","1.570268414887824","5399","323","130","17566","LOC111099483,LOC111100349,LOC111100650,LOC111100801,LOC111100874,LOC111101424,LOC111101522,LOC111101773,LOC111102810,LOC111103394,LOC111103558,LOC111103560,LOC111103820,LOC111103963,LOC111104021,LOC111104629,LOC111107346,LOC111107565,LOC111107627,LOC111107844,LOC111108659,LOC111111666,LOC111112613,LOC111113124,LOC111113309,LOC111113633,LOC111114585,LOC111117024,LOC111118791,LOC111119016,LOC111119239,LOC111119405,LOC111119530,LOC111119946,LOC111119988,LOC111120089,LOC111120480,LOC111120496,LOC111120563,LOC111120566,LOC111120713,LOC111120842,LOC111120956,LOC111121590,LOC111121641,LOC111121717,LOC111121770,LOC111122172,LOC111122316,LOC111122649,LOC111123078,LOC111123204,LOC111123556,LOC111123666,LOC111123813,LOC111123910,LOC111124663,LOC111124684,LOC111125428,LOC111125664,LOC111125668,LOC111126115,LOC111127227,LOC111127862,LOC111128768,LOC111129009,LOC111129084,LOC111129185,LOC111129357,LOC111129382,LOC111129512,LOC111129643,LOC111129694,LOC111130302,LOC111131028,LOC111134270,LOC111134366,LOC111134646,LOC111134972,LOC111135127,LOC111135325,LOC111135412,LOC111135471,LOC111135640,LOC111135896,LOC111136070,LOC111136110,LOC111136184,LOC111137265,LOC111137552,LOC111137683,LOC111137702,LOC111137900,LOC111138003,LOC111138015,LOC111101228,LOC111103429,LOC111103765,LOC111103943,LOC111105035,LOC111106010,LOC111112439,LOC111112938,LOC111115153,LOC111117947,LOC111118651,LOC111119439,LOC111119832,LOC111120358,LOC111122859,LOC111123210,LOC111124373,LOC111125622,LOC111125942,LOC111128153,LOC111129666,LOC111129833,LOC111131030,LOC111131763,LOC111132827,LOC111132870,LOC111134885,LOC111135445,LOC111135538,LOC111135851,LOC111135912,LOC111136484,LOC111137216,LOC111137958,LOC111138241"
"GO:BP","microtubule-based process","GO:0007017","true","0.0017260727563725524","2.762940902117234","198","206","16","9567","LOC111101424,LOC111103394,LOC111103560,LOC111108659,LOC111112993,LOC111119250,LOC111119859,LOC111124663,LOC111124684,LOC111125428,LOC111129643,LOC111133574,LOC111134585,LOC111134993,LOC111101168,LOC111112439"
"GO:BP","protein deubiquitination","GO:0016579","true","0.012569256710797509","1.9006904037733556","60","206","8","9567","LOC111100561,LOC111107844,LOC111119194,LOC111125954,LOC111126744,LOC111133508,LOC111135619,LOC111138241"
"GO:BP","protein modification by small protein removal","GO:0070646","false","0.016008808789051397","1.7956409826084148","62","206","8","9567","LOC111100561,LOC111107844,LOC111119194,LOC111125954,LOC111126744,LOC111133508,LOC111135619,LOC111138241"
"GO:BP","protein modification by small protein conjugation or removal","GO:0070647","false","0.03564567439800755","1.447993164242824","227","206","15","9567","LOC111100561,LOC111107844,LOC111118011,LOC111119194,LOC111125954,LOC111126744,LOC111127862,LOC111133508,LOC111135619,LOC111136495,LOC111104507,LOC111130358,LOC111132870,LOC111134945,LOC111138241"
"GO:BP","post-translational protein modification","GO:0043687","false","0.0374405869220869","1.426657351840296","228","206","15","9567","LOC111100561,LOC111107844,LOC111118011,LOC111119194,LOC111125954,LOC111126744,LOC111127862,LOC111133508,LOC111135619,LOC111136495,LOC111104507,LOC111130358,LOC111132870,LOC111134945,LOC111138241"
"GO:BP","microtubule-based movement","GO:0007018","false","0.0459357089671357","1.337849576379427","112","206","10","9567","LOC111101424,LOC111103394,LOC111103560,LOC111108659,LOC111124663,LOC111124684,LOC111125428,LOC111134585,LOC111101168,LOC111112439"
"GO:CC","proton-transporting V-type ATPase, V1 domain","GO:0033180","true","0.0058063148949025","2.2360994146962017","5","101","3","5515","LOC111101041,LOC111125575,LOC111134337"
"GO:CC","intracellular anatomical structure","GO:0005622","true","0.03805116250875734","1.4196320704722207","1819","101","50","5515","LOC111101069,LOC111101424,LOC111101605,LOC111103394,LOC111103396,LOC111103560,LOC111104302,LOC111105859,LOC111112993,LOC111118832,LOC111119097,LOC111119126,LOC111119859,LOC111120022,LOC111120480,LOC111120888,LOC111120956,LOC111121590,LOC111121659,LOC111125428,LOC111126115,LOC111127104,LOC111129084,LOC111129467,LOC111129643,LOC111130246,LOC111131411,LOC111131641,LOC111131786,LOC111134206,LOC111134318,LOC111135621,LOC111137900,LOC111101168,LOC111103429,LOC111106044,LOC111117947,LOC111118002,LOC111121838,LOC111123840,LOC111128153,LOC111130079,LOC111130537,LOC111130950,LOC111131693,LOC111134337,LOC111135445,LOC111135733,LOC111136484,LOC111138513"
