source,term_name,term_id,highlighted,adjusted_p_value,negative_log10_of_adjusted_p_value,term_size,query_size,intersection_size,effective_domain_size,intersections
GO:BP,plasma membrane bounded cell projection assembly,GO:0120031,FALSE,2.65E-10,9.576731731,51,194,14,9567,"LOC111131840,LOC111110718,LOC111122642,LOC111101168,LOC111119280,LOC111138395,LOC111130400,LOC111124399,LOC111129389,LOC111108798,LOC111121925,LOC111100645,LOC111129250,LOC111128088"
GO:BP,organelle assembly,GO:0070925,FALSE,1.48E-09,8.828987858,81,194,16,9567,"LOC111132058,LOC111131840,LOC111110718,LOC111122642,LOC111101168,LOC111119280,LOC111138395,LOC111130400,LOC111124399,LOC111129389,LOC111108798,LOC111121925,LOC111100645,LOC111100563,LOC111129250,LOC111128088"
GO:BP,microtubule-based movement,GO:0007018,FALSE,2.60E-09,8.584788793,112,194,18,9567,"LOC111110718,LOC111122642,LOC111101168,LOC111125428,LOC111130400,LOC111101424,LOC111103394,LOC111121925,LOC111100645,LOC111119668,LOC111124684,LOC111122805,LOC111112439,LOC111129250,LOC111135089,LOC111099776,LOC111121573,LOC111136516"
GO:BP,plasma membrane bounded cell projection organization,GO:0120036,FALSE,7.65E-08,7.116408422,89,194,15,9567,"LOC111131840,LOC111110718,LOC111122642,LOC111101168,LOC111119280,LOC111138395,LOC111130400,LOC111124399,LOC111129389,LOC111108798,LOC111121925,LOC111100645,LOC111129250,LOC111128088,LOC111136516"
GO:BP,cell projection organization,GO:0030030,FALSE,7.65E-08,7.116408422,89,194,15,9567,"LOC111131840,LOC111110718,LOC111122642,LOC111101168,LOC111119280,LOC111138395,LOC111130400,LOC111124399,LOC111129389,LOC111108798,LOC111121925,LOC111100645,LOC111129250,LOC111128088,LOC111136516"
GO:BP,organelle organization,GO:0006996,FALSE,5.07E-07,6.295302991,423,194,30,9567,"LOC111122703,LOC111132058,LOC111131840,LOC111110718,LOC111122642,LOC111101168,LOC111119280,LOC111138395,LOC111130400,LOC111127260,LOC111125129,LOC111135726,LOC111124399,LOC111129389,LOC111136780,LOC111108798,LOC111121925,LOC111100645,LOC111131811,LOC111126458,LOC111100563,LOC111129250,LOC111107542,LOC111128088,LOC111103866,LOC111121192,LOC111122906,LOC111122972,LOC111113124,LOC111136516"
GO:BP,cellular component organization or biogenesis,GO:0071840,FALSE,1.18324E-06,5.926928068,849,194,44,9567,"LOC111122703,LOC111132058,LOC111131840,LOC111099580,LOC111110718,LOC111122642,LOC111101168,LOC111119280,LOC111138395,LOC111130400,LOC111129839,LOC111137968,LOC111121210,LOC111127260,LOC111125129,LOC111135726,LOC111124399,LOC111129389,LOC111131690,LOC111136780,LOC111120660,LOC111131719,LOC111108798,LOC111121925,LOC111100645,LOC111131811,LOC111126458,LOC111100563,LOC111104266,LOC111135350,LOC111129250,LOC111107542,LOC111123066,LOC111135329,LOC111128088,LOC111103866,LOC111121192,LOC111125315,LOC111129243,LOC111128153,LOC111122906,LOC111122972,LOC111113124,LOC111136516"
GO:BP,cellular component organization,GO:0016043,FALSE,6.97226E-06,5.156626176,771,194,40,9567,"LOC111122703,LOC111132058,LOC111131840,LOC111099580,LOC111110718,LOC111122642,LOC111101168,LOC111119280,LOC111138395,LOC111130400,LOC111137968,LOC111121210,LOC111127260,LOC111125129,LOC111135726,LOC111124399,LOC111129389,LOC111136780,LOC111120660,LOC111131719,LOC111108798,LOC111121925,LOC111100645,LOC111131811,LOC111126458,LOC111100563,LOC111104266,LOC111135350,LOC111129250,LOC111107542,LOC111123066,LOC111135329,LOC111128088,LOC111103866,LOC111121192,LOC111125315,LOC111122906,LOC111122972,LOC111113124,LOC111136516"
GO:BP,cilium movement,GO:0003341,FALSE,5.31108E-05,4.274817376,22,194,7,9567,"LOC111110718,LOC111122642,LOC111101168,LOC111129250,LOC111135089,LOC111099776,LOC111121573"
GO:BP,axoneme assembly,GO:0035082,FALSE,8.81137E-05,4.054956625,15,194,6,9567,"LOC111122642,LOC111101168,LOC111119280,LOC111138395,LOC111124399,LOC111129389"
GO:BP,microtubule bundle formation,GO:0001578,FALSE,8.81137E-05,4.054956625,15,194,6,9567,"LOC111122642,LOC111101168,LOC111119280,LOC111138395,LOC111124399,LOC111129389"
GO:BP,axonemal dynein complex assembly,GO:0070286,FALSE,0.00043401,3.362500738,11,194,5,9567,"LOC111122642,LOC111101168,LOC111138395,LOC111124399,LOC111129389"
GO:BP,cellular component biogenesis,GO:0044085,FALSE,0.000532673,3.273539035,428,194,25,9567,"LOC111132058,LOC111131840,LOC111110718,LOC111122642,LOC111101168,LOC111119280,LOC111138395,LOC111130400,LOC111129839,LOC111124399,LOC111129389,LOC111131690,LOC111136780,LOC111120660,LOC111131719,LOC111108798,LOC111121925,LOC111100645,LOC111100563,LOC111104266,LOC111129250,LOC111128088,LOC111121192,LOC111129243,LOC111128153"
GO:BP,microtubule cytoskeleton organization,GO:0000226,FALSE,0.000534238,3.272265509,72,194,10,9567,"LOC111122642,LOC111101168,LOC111119280,LOC111138395,LOC111124399,LOC111129389,LOC111136780,LOC111100563,LOC111103866,LOC111121192"
GO:BP,cellular component assembly,GO:0022607,FALSE,0.002554088,2.592764135,350,194,21,9567,"LOC111132058,LOC111131840,LOC111110718,LOC111122642,LOC111101168,LOC111119280,LOC111138395,LOC111130400,LOC111124399,LOC111129389,LOC111136780,LOC111120660,LOC111131719,LOC111108798,LOC111121925,LOC111100645,LOC111100563,LOC111104266,LOC111129250,LOC111128088,LOC111121192"
GO:BP,microtubule-based transport,GO:0099111,FALSE,0.009964702,2.001535665,10,194,4,9567,"LOC111130400,LOC111121925,LOC111100645,LOC111136516"
GO:BP,intraciliary transport,GO:0042073,FALSE,0.009964702,2.001535665,10,194,4,9567,"LOC111130400,LOC111121925,LOC111100645,LOC111136516"
GO:BP,transport along microtubule,GO:0010970,FALSE,0.009964702,2.001535665,10,194,4,9567,"LOC111130400,LOC111121925,LOC111100645,LOC111136516"
GO:BP,cytoskeleton organization,GO:0007010,FALSE,0.017501774,1.756917938,151,194,12,9567,"LOC111122703,LOC111122642,LOC111101168,LOC111119280,LOC111138395,LOC111124399,LOC111129389,LOC111136780,LOC111131811,LOC111100563,LOC111103866,LOC111121192"
GO:BP,cell motility,GO:0048870,FALSE,0.020624434,1.685617967,22,194,5,9567,"LOC111138334,LOC111129250,LOC111135089,LOC111099776,LOC111121573"
GO:BP,chromatin remodeling,GO:0006338,TRUE,0.022860132,1.640921267,69,194,8,9567,"LOC111099580,LOC111121210,LOC111120660,LOC111131719,LOC111104266,LOC111123066,LOC111135329,LOC111125315"
GO:BP,protein-containing complex localization,GO:0031503,FALSE,0.032341745,1.490236549,13,194,4,9567,"LOC111130400,LOC111121925,LOC111100645,LOC111136516"
GO:BP,cytoskeleton-dependent intracellular transport,GO:0030705,FALSE,0.032341745,1.490236549,13,194,4,9567,"LOC111130400,LOC111121925,LOC111100645,LOC111136516"
GO:BP,cilium-dependent cell motility,GO:0060285,FALSE,0.044562625,1.351029231,14,194,4,9567,"LOC111129250,LOC111135089,LOC111099776,LOC111121573"
GO:BP,cilium movement involved in cell motility,GO:0060294,FALSE,0.044562625,1.351029231,14,194,4,9567,"LOC111129250,LOC111135089,LOC111099776,LOC111121573"
GO:BP,cilium or flagellum-dependent cell motility,GO:0001539,FALSE,0.044562625,1.351029231,14,194,4,9567,"LOC111129250,LOC111135089,LOC111099776,LOC111121573"
GO:CC,organelle,GO:0043226,TRUE,8.36E-12,11.07793714,1564,100,64,5515,"LOC111130755,LOC111120109,LOC111134551,LOC111131840,LOC111099580,LOC111125471,LOC111110718,LOC111136672,LOC111103429,LOC111122642,LOC111101168,LOC111138395,LOC111125401,LOC111125428,LOC111130400,LOC111129839,LOC111137968,LOC111121210,LOC111135402,LOC111127260,LOC111135726,LOC111121488,LOC111101424,LOC111103394,LOC111129389,LOC111117947,LOC111131690,LOC111136780,LOC111135800,LOC111138334,LOC111120660,LOC111109703,LOC111136050,LOC111131719,LOC111119018,LOC111131811,LOC111126458,LOC111103635,LOC111104266,LOC111138201,LOC111120939,LOC111137144,LOC111129250,LOC111126900,LOC111123907,LOC111121822,LOC111122502,LOC111118539,LOC111107542,LOC111123066,LOC111135329,LOC111128088,LOC111103866,LOC111118002,LOC111123746,LOC111125315,LOC111129243,LOC111128153,LOC111122906,LOC111122972,LOC111107722,LOC111134337,LOC111123133,LOC111136516"
GO:CC,cilium,GO:0005929,FALSE,3.28E-09,8.484671864,38,100,11,5515,"LOC111131840,LOC111125471,LOC111110718,LOC111122642,LOC111101168,LOC111138395,LOC111129389,LOC111138334,LOC111129250,LOC111121822,LOC111128088"
GO:CC,intracellular anatomical structure,GO:0005622,FALSE,3.98E-09,8.400208953,1819,100,65,5515,"LOC111130755,LOC111120109,LOC111135733,LOC111134551,LOC111118438,LOC111130240,LOC111130105,LOC111099580,LOC111136672,LOC111103429,LOC111101168,LOC111138395,LOC111125401,LOC111125428,LOC111130400,LOC111120068,LOC111129839,LOC111137968,LOC111121210,LOC111135402,LOC111127260,LOC111135726,LOC111121488,LOC111101424,LOC111103394,LOC111129389,LOC111117947,LOC111131690,LOC111134216,LOC111136780,LOC111135800,LOC111120660,LOC111109703,LOC111136050,LOC111131719,LOC111119018,LOC111131811,LOC111126458,LOC111103635,LOC111106051,LOC111104266,LOC111138201,LOC111120939,LOC111137144,LOC111129250,LOC111126900,LOC111123907,LOC111122502,LOC111118539,LOC111107542,LOC111123066,LOC111135329,LOC111103866,LOC111118002,LOC111123746,LOC111125315,LOC111129243,LOC111128153,LOC111106048,LOC111122906,LOC111122972,LOC111107722,LOC111134337,LOC111123133,LOC111136516"
GO:CC,cell projection,GO:0042995,FALSE,6.11E-09,8.214095542,40,100,11,5515,"LOC111131840,LOC111125471,LOC111110718,LOC111122642,LOC111101168,LOC111138395,LOC111129389,LOC111138334,LOC111129250,LOC111121822,LOC111128088"
GO:CC,plasma membrane bounded cell projection,GO:0120025,FALSE,6.11E-09,8.214095542,40,100,11,5515,"LOC111131840,LOC111125471,LOC111110718,LOC111122642,LOC111101168,LOC111138395,LOC111129389,LOC111138334,LOC111129250,LOC111121822,LOC111128088"
GO:CC,membrane-bounded organelle,GO:0043227,FALSE,2.25E-08,7.647648228,1064,100,47,5515,"LOC111130755,LOC111134551,LOC111131840,LOC111099580,LOC111125471,LOC111110718,LOC111136672,LOC111103429,LOC111122642,LOC111101168,LOC111138395,LOC111125401,LOC111129839,LOC111137968,LOC111121210,LOC111135402,LOC111127260,LOC111121488,LOC111129389,LOC111117947,LOC111131690,LOC111135800,LOC111138334,LOC111109703,LOC111136050,LOC111119018,LOC111103635,LOC111138201,LOC111137144,LOC111129250,LOC111126900,LOC111123907,LOC111121822,LOC111122502,LOC111118539,LOC111123066,LOC111135329,LOC111128088,LOC111118002,LOC111125315,LOC111129243,LOC111128153,LOC111122906,LOC111122972,LOC111107722,LOC111134337,LOC111123133"
GO:CC,intracellular organelle,GO:0043229,FALSE,8.35E-08,7.078261066,1544,100,57,5515,"LOC111130755,LOC111120109,LOC111134551,LOC111099580,LOC111136672,LOC111103429,LOC111101168,LOC111138395,LOC111125401,LOC111125428,LOC111130400,LOC111129839,LOC111137968,LOC111121210,LOC111135402,LOC111127260,LOC111135726,LOC111121488,LOC111101424,LOC111103394,LOC111129389,LOC111117947,LOC111131690,LOC111136780,LOC111135800,LOC111120660,LOC111109703,LOC111136050,LOC111131719,LOC111119018,LOC111131811,LOC111126458,LOC111103635,LOC111104266,LOC111138201,LOC111120939,LOC111137144,LOC111129250,LOC111126900,LOC111123907,LOC111122502,LOC111118539,LOC111107542,LOC111123066,LOC111135329,LOC111103866,LOC111118002,LOC111123746,LOC111125315,LOC111129243,LOC111128153,LOC111122906,LOC111122972,LOC111107722,LOC111134337,LOC111123133,LOC111136516"
GO:CC,nucleus,GO:0005634,FALSE,0.000111936,3.951028503,592,100,28,5515,"LOC111130755,LOC111099580,LOC111136672,LOC111103429,LOC111125401,LOC111129839,LOC111137968,LOC111121210,LOC111135402,LOC111127260,LOC111121488,LOC111131690,LOC111135800,LOC111109703,LOC111136050,LOC111119018,LOC111103635,LOC111138201,LOC111126900,LOC111123907,LOC111122502,LOC111118539,LOC111123066,LOC111135329,LOC111118002,LOC111125315,LOC111129243,LOC111128153"
GO:CC,intracellular non-membrane-bounded organelle,GO:0043232,FALSE,0.000241982,3.616217074,652,100,29,5515,"LOC111120109,LOC111099580,LOC111101168,LOC111138395,LOC111125428,LOC111130400,LOC111129839,LOC111121210,LOC111135402,LOC111135726,LOC111101424,LOC111103394,LOC111129389,LOC111136780,LOC111120660,LOC111131719,LOC111131811,LOC111126458,LOC111104266,LOC111120939,LOC111129250,LOC111107542,LOC111135329,LOC111103866,LOC111123746,LOC111125315,LOC111129243,LOC111128153,LOC111136516"
GO:CC,non-membrane-bounded organelle,GO:0043228,FALSE,0.000241982,3.616217074,652,100,29,5515,"LOC111120109,LOC111099580,LOC111101168,LOC111138395,LOC111125428,LOC111130400,LOC111129839,LOC111121210,LOC111135402,LOC111135726,LOC111101424,LOC111103394,LOC111129389,LOC111136780,LOC111120660,LOC111131719,LOC111131811,LOC111126458,LOC111104266,LOC111120939,LOC111129250,LOC111107542,LOC111135329,LOC111103866,LOC111123746,LOC111125315,LOC111129243,LOC111128153,LOC111136516"
GO:CC,dynein complex,GO:0030286,FALSE,0.001603295,2.794986448,46,100,7,5515,"LOC111138395,LOC111125428,LOC111130400,LOC111101424,LOC111103394,LOC111129389,LOC111136516"
GO:CC,intracellular membrane-bounded organelle,GO:0043231,FALSE,0.002649652,2.576811163,1026,100,36,5515,"LOC111130755,LOC111134551,LOC111099580,LOC111136672,LOC111103429,LOC111125401,LOC111129839,LOC111137968,LOC111121210,LOC111135402,LOC111127260,LOC111121488,LOC111117947,LOC111131690,LOC111135800,LOC111109703,LOC111136050,LOC111119018,LOC111103635,LOC111138201,LOC111137144,LOC111126900,LOC111123907,LOC111122502,LOC111118539,LOC111123066,LOC111135329,LOC111118002,LOC111125315,LOC111129243,LOC111128153,LOC111122906,LOC111122972,LOC111107722,LOC111134337,LOC111123133"
GO:CC,protein-containing complex,GO:0032991,FALSE,0.004521523,2.344715251,1139,100,38,5515,"LOC111134551,LOC111118438,LOC111131840,LOC111099580,LOC111138395,LOC111125401,LOC111125428,LOC111130400,LOC111121210,LOC111135402,LOC111127260,LOC111121488,LOC111101424,LOC111103394,LOC111129389,LOC111134216,LOC111135800,LOC111120660,LOC111131719,LOC111121925,LOC111100645,LOC111119018,LOC111126458,LOC111106051,LOC111104266,LOC111138201,LOC111120939,LOC111129250,LOC111126900,LOC111122502,LOC111107542,LOC111128088,LOC111124410,LOC111125315,LOC111129243,LOC111134337,LOC111123133,LOC111136516"
GO:CC,microtubule cytoskeleton,GO:0015630,FALSE,0.005172683,2.28628414,119,100,10,5515,"LOC111138395,LOC111125428,LOC111130400,LOC111101424,LOC111103394,LOC111129389,LOC111136780,LOC111103866,LOC111123746,LOC111136516"
GO:CC,plasma membrane bounded cell projection cytoplasm,GO:0032838,FALSE,0.00657695,2.181975441,13,100,4,5515,"LOC111101168,LOC111138395,LOC111129389,LOC111129250"
GO:CC,axoneme,GO:0005930,FALSE,0.00657695,2.181975441,13,100,4,5515,"LOC111101168,LOC111138395,LOC111129389,LOC111129250"
GO:CC,ciliary plasm,GO:0097014,FALSE,0.00657695,2.181975441,13,100,4,5515,"LOC111101168,LOC111138395,LOC111129389,LOC111129250"
GO:CC,cytoplasmic region,GO:0099568,FALSE,0.00657695,2.181975441,13,100,4,5515,"LOC111101168,LOC111138395,LOC111129389,LOC111129250"
GO:CC,nuclear lumen,GO:0031981,FALSE,0.007337161,2.134471959,100,100,9,5515,"LOC111125401,LOC111129839,LOC111135402,LOC111121488,LOC111135800,LOC111126900,LOC111135329,LOC111129243,LOC111128153"
GO:CC,microtubule associated complex,GO:0005875,FALSE,0.014252234,1.846117067,64,100,7,5515,"LOC111138395,LOC111125428,LOC111130400,LOC111101424,LOC111103394,LOC111129389,LOC111136516"
GO:CC,catalytic complex,GO:1902494,FALSE,0.01807737,1.74286475,354,100,17,5515,"LOC111099580,LOC111138395,LOC111125401,LOC111125428,LOC111130400,LOC111121210,LOC111135402,LOC111121488,LOC111101424,LOC111103394,LOC111129389,LOC111135800,LOC111106051,LOC111126900,LOC111125315,LOC111134337,LOC111136516"
GO:CC,cytoskeleton,GO:0005856,FALSE,0.019051727,1.720065644,225,100,13,5515,"LOC111101168,LOC111138395,LOC111125428,LOC111130400,LOC111101424,LOC111103394,LOC111129389,LOC111136780,LOC111131811,LOC111129250,LOC111103866,LOC111123746,LOC111136516"
