"","Day","pCO2_history","pCO2_exposure","Unique_ID","Plate","Scallop_ID","mean_TotalProtein_ug","sd_TotalProtein_ug","n","se_TotalProtein_ug"
"1",1,"low","low","Plate_1_1",1,1,83.8097265418218,2.97880673230863,2,2.10633444025957
"2",1,"low","low","Plate_1_4",1,4,45.8867733169752,4.13430314371906,2,2.92339378840461
"3",1,"low","low","Plate_1_7",1,7,43.9571993758861,6.09930433530521,2,4.31285945601482
"4",1,"low","low","Plate_1_8",1,8,57.5864431692592,0.395761485198617,2,0.279845629916402
"5",1,"low","low","Plate_1_9",1,9,68.5112651760265,9.52366531398906,2,6.73424832527277
"6",1,"low","moderate","Plate_1_12",1,12,43.6826987192257,6.7243632233877,2,4.75484283441887
"7",1,"low","moderate","Plate_1_13",1,13,42.8480325502454,4.16546074011619,2,2.94542553610249
"8",1,"low","moderate","Plate_1_15",1,15,45.8185512802667,5.67307795430835,2,4.01147189169134
"9",1,"low","moderate","Plate_1_18",1,18,58.8239662610596,3.79296418923479,2,2.68203069900566
"10",1,"low","moderate","Plate_2_11",2,11,42.904777890191,0.681779499754244,2,0.482090907550198
"11",1,"low","severe","Plate_1_21",1,21,102.941569644098,0,2,0
"12",1,"low","severe","Plate_1_25",1,25,31.6911741334745,8.66156460843545,2,6.12465107031011
"13",1,"low","severe","Plate_1_26",1,26,97.0301574038271,8.35999936296994,2,5.91141224027126
"14",1,"low","severe","Plate_2_28",2,28,58.9603293430579,3.02765958603421,2,2.14087862440924
"15",1,"moderate","low","Plate_1_32",1,32,35.9575737932564,7.12728617210719,2,5.0397523837541
"16",1,"moderate","low","Plate_1_38",1,38,27.4582804239294,1.5381608666134,2,1.08764397933811
"17",1,"moderate","low","Plate_2_31",2,31,40.9044052952887,5.14298184206998,2,3.63663733604696
"18",1,"moderate","low","Plate_2_33",2,33,113.943284161764,15.9730911655856,2,11.2946810796965
"19",1,"moderate","moderate","Plate_1_41",1,41,51.2010073513089,1.7836768139899,2,1.26124997061747
"20",1,"moderate","moderate","Plate_1_44",1,44,92.6437927649378,14.5632557248009,2,10.2977768791606
"21",1,"moderate","moderate","Plate_1_46",1,46,33.2384929791035,2.43779286160613,2,1.72377986356986
"22",1,"moderate","moderate","Plate_1_48",1,48,58.9134378915113,4.41347757692806,2,3.1207999232606
"23",1,"moderate","moderate","Plate_2_45",2,45,38.5178927316139,NA,1,NA
"24",1,"moderate","severe","Plate_1_54",1,54,61.2041560739805,4.24535367940426,2,3.00191837524201
"25",1,"moderate","severe","Plate_1_57",1,57,68.8253814280006,4.55424351307794,2,3.22033647127225
"26",1,"moderate","severe","Plate_1_59",1,59,89.7823993293976,3.7199058800261,2,2.63037067314217
"27",1,"moderate","severe","Plate_2_51",2,51,96.7034210378767,9.15214446528384,2,6.47154341380113
"28",1,"moderate","severe","Plate_2_58",2,58,25.5241763950632,2.40239259491339,2,1.6987480949356
"29",1,"severe","low","Plate_1_61",1,61,52.7399108205385,8.08662310117469,2,5.71810603174041
"30",1,"severe","low","Plate_1_64",1,64,47.163956315747,1.75223213721478,2,1.23901522643757
"31",1,"severe","low","Plate_1_65",1,65,43.4055826751633,8.66954513269721,2,6.13029415313303
"32",1,"severe","low","Plate_2_66",2,66,25.7277991094394,0.320289723243983,2,0.226479035250183
"33",1,"severe","low","Plate_2_68",2,68,86.4521336450619,3.5417420408456,2,2.50438981429541
"34",1,"severe","moderate","Plate_1_74",1,74,52.3325091030395,0.382645382385499,2,0.270571144674506
"35",1,"severe","moderate","Plate_1_77",1,77,88.0163054273757,14.9789407624504,2,10.5917105881203
"36",1,"severe","moderate","Plate_1_78",1,78,75.2656961093217,12.0756795711591,2,8.53879491220248
"37",1,"severe","moderate","Plate_1_79",1,79,46.5429578605396,0.572551163112085,2,0.4048548100128
"38",1,"severe","moderate","Plate_2_71",2,71,15.2043006181233,0.55046650341533,2,0.389238597381028
"39",1,"severe","severe","Plate_1_82",1,82,29.232656688983,2.00237457312779,2,1.41589263913418
"40",1,"severe","severe","Plate_1_83",1,83,48.781091908003,0.452002729222926,2,0.319614194948357
"41",1,"severe","severe","Plate_1_85",1,85,64.7666987191646,1.87382962409534,2,1.32499763398605
"42",1,"severe","severe","Plate_2_81",2,81,59.3241029953029,9.36194831970679,2,6.61989714198267
