"","Gene","S1","S19","S20","S21","S2","S11","S12","S13","S14","S24","S33","S34","S35","S18"
"11","evm.model.Contig219.77",9.43762416016744,9.13748269778669,9.56243497009399,9.91595462944425,9.55854033694002,10.1122929818631,9.65826091270947,8.41107605240883,9.47469904977499,10.1829753443547,9.31679851391951,9.51382259744951,9.73142693198764,9.08068116422508
"12","evm.model.Contig219.72",8.36699519996995,8.41606397092683,8.773211465823,8.75598856733009,8.79826651623443,8.56129444952224,8.66096585303248,8.43980434203406,8.63842591611622,9.00341633493012,8.25739690221351,8.57286967370086,8.71143697149163,8.49606928155449
"13","evm.model.Contig142.48_evm.model.Contig142.49",8.9871789750324,8.98986794894238,8.98974638862552,8.74311807416353,8.41304441207633,9.20711038520503,9.27739918646481,8.9060431794423,9.05947721935562,9.37224335833995,9.23276196059314,9.17684599898649,8.98361973080283,8.35724693807842
"14","evm.model.Contig115.61",11.1261732454249,10.903507080605,10.7973129449007,11.3180788823457,10.9959051676094,10.7923198034889,11.1954224825213,10.6481641079021,10.9022666582333,11.2197212808541,11.1717454870428,10.6929460982033,10.9092841195018,10.4864677471603
"15","evm.model.Contig115.62",8.27663971548208,8.47074636070298,8.21910839250079,8.29122702913359,7.94179671010683,8.14918166669635,8.09752675727448,8.38236225188686,7.98424605318261,8.25900673413005,8.32252111647308,8.09991079044099,8.31130998632331,8.07659566783434
"16","evm.model.Contig115.64",8.67265643835337,8.77593958653808,8.21658857580059,9.09168125511465,8.8780229363639,9.11963547270098,8.95310047007645,8.29663886617736,8.9864714385691,8.96378183997381,9.25487529544255,8.31427894432499,8.7165103194487,8.98522130707276
"17","evm.model.Contig115.66",8.94912899293299,8.90022277334253,8.87707510404074,8.37906350670777,8.89892384160874,8.68615862273084,8.67214565210093,8.92759340680595,8.81891819855409,8.53437982908385,8.50822458624117,9.0111975469057,8.78873182148346,8.92606572165102
"18","evm.model.Contig117.22",8.14478854441857,8.31605734296988,8.61447937305555,8.4497262047691,8.20716061050807,8.30913996968367,8.2670760219641,8.47997873877572,8.19790330086993,8.17922996759264,8.11592249473292,8.16253055576343,8.30587983000524,8.27578969634831
"19","evm.model.Contig117.20",8.60363699479304,9.28350239785462,9.47582561817415,8.93942174564391,8.73138449950748,8.8223209578292,8.74350523160959,9.17559977130314,9.06658785119284,8.77185409619104,8.82888049186642,9.00388064945757,8.98142554422749,9.57753638035156
"20","evm.model.Contig1304.11",10.2073013559571,10.3679093353632,10.5335995362145,10.6676880866462,10.4503792132354,10.5102887764488,10.5317258654004,10.5116385756061,10.3775396936942,11.1397816202854,10.6715891410755,10.2739607365418,10.3121195171466,10.3625922125231
"21","evm.model.Contig1304.19",9.15094909619241,9.37208017889365,9.26643175889659,9.11778448111483,9.52938411434626,9.27871834768552,9.10464718209523,9.42914654958939,9.51199975138368,9.32305896326578,9.23538111768461,9.25927447108437,9.17103410497451,9.36227514096527
"22","evm.model.Contig1304.18",9.45053297731972,8.15222792936097,8.40028593853543,9.02983628894222,9.76757156967626,9.11719644237951,9.63687685104256,10.0755140821385,9.17151536231764,9.24900085946277,9.43230204668013,9.05674134009753,8.96376227943745,8.60478076504735
"23","evm.model.Contig1802.2",8.0995119331176,8.19950618143549,7.94179671010683,7.94179671010683,7.94179671010683,7.94179671010683,8.26416586336776,7.94179671010683,7.94179671010683,8.18206504953601,8.67382760277431,7.94179671010683,8.34397616101899,7.94179671010683
"24","evm.model.Contig1111.8",8.56386171711388,9.15493675410645,9.09875269048727,8.6169880192763,9.25792003713923,7.94179671010683,9.27933660094351,8.18672657318801,8.7118619832174,9.22741369437896,9.16156510286151,9.30577927063863,7.94179671010683,8.56167396081379
"25","evm.model.Contig107.27.1",8.58228171812677,8.54019065658,9.08338212515079,9.36024566087804,8.62196242551216,8.80468703796917,8.55526535640265,8.51143232864167,9.53638685688615,8.8690928803539,8.7720978938649,8.88731199864126,8.75418170169452,8.77882018567677
"26","evm.model.Contig6.202",10.0808645253195,9.99221435560004,9.97587805061144,10.3609188417471,9.91741697137615,10.328719752837,10.2392283155732,9.94773999182594,10.1796933445715,10.590180870172,10.459455572398,10.0370205629822,10.1501142977029,10.0070778043143
"27","evm.model.Contig440.19",7.94179671010683,7.94179671010683,7.94179671010683,8.35438121037026,7.94179671010683,8.39212829928137,8.2904067787616,8.26828794404696,7.94179671010683,7.94179671010683,8.54659250156664,7.94179671010683,7.94179671010683,7.94179671010683
"28","evm.model.Contig115.126.1",7.99799864732188,8.15222792936097,8.45182413679489,8.13924898859772,8.01587681795582,7.94179671010683,7.94179671010683,7.94179671010683,8.28973643994851,8.08107033460912,8.25930272819657,8.08811229918454,8.27609525367553,8.29137960912148
"29","evm.model.Contig134.24",10.0571408746293,10.2507631339136,10.2647076585506,10.2065715213175,10.1719036586983,10.3161972497481,10.2275137929146,10.0800600552312,9.98142810641968,9.90818365383785,10.0501679541423,10.3639790597956,10.2663060913111,10.5030328983296
"30","evm.model.Contig134.27",8.47366463909345,8.5461841898185,8.54152744655187,8.31922890719578,8.14206873125234,8.53503584275905,8.49085008372778,8.31655956863953,8.52286988063899,8.60000557558044,8.52360984714621,8.72587403853155,8.40961933877792,8.08858196434578
"31","evm.model.Contig134.26",10.5686870790642,10.3989447971668,10.3007566097339,9.62935128860666,10.2212203852078,10.3001235019878,10.2092462858186,10.0913702985837,10.1290322149419,10.1424675221408,10.0313408193688,10.4287226517208,10.2132225347064,10.5602420943292
"32","evm.model.Contig134.21",8.43602273359271,8.33719195092691,8.29001614653273,8.57927713098212,8.85688011240402,8.54818742493255,8.27290044873269,8.23162025171547,8.46386832938734,8.40659419147942,8.39014129973701,8.19866488400523,8.78137808020699,8.28513894588892
"33","evm.model.Contig134.28",8.93882983306863,9.13967598397885,9.590282716905,9.35365734470096,9.04105049744939,9.42025284050923,9.28706068731813,9.05559747830776,8.98896146653727,8.97554233232282,8.90692327076357,9.16153997313284,8.84658243685608,9.09249188846197
"34","evm.model.Contig104.100",14.3106762400539,14.4218263224606,14.9149400111354,14.9134812652508,14.7826655150921,14.5948036192184,14.2345435371423,14.3188467049214,14.1548424102142,14.3027351500192,14.0774401727511,14.4083277945621,14.6514932895091,14.8174422540602
"35","evm.model.Contig104.101",11.7234501099886,11.7688115978729,11.6511202106756,11.3301200836501,11.6657863778912,11.4754454579194,11.5309639551254,11.7353784093878,11.6862767541397,11.6945712419291,11.644894907856,11.6874065953053,11.7341268173889,11.8050584810222
"36","evm.model.Contig104.106",9.81045122269091,10.109528782521,9.82590638353662,9.3820022814302,9.80099661606784,9.83271152306978,9.72511157410764,10.0351902143738,10.020234315439,9.86146870593997,9.63450320920319,9.80393409455227,9.77382867398127,9.66221129940535
"37","evm.model.Contig104.108",11.178183854584,11.3327808985015,11.6139444135316,10.4257288856499,11.0391256417816,10.9902761996509,11.1990450019688,11.5147475564917,11.4327511201987,10.6860151595728,11.4376148312924,11.3918702911899,11.4865775551023,11.6797978959323
"38","evm.model.Contig104.109",9.4468554958823,9.99474622681541,9.90829766608669,10.0802988939788,8.68889004161777,9.91782924492057,9.87366913050664,9.95388200561363,10.0278860394781,10.1655796694179,10.1151623283896,10.1811344439393,9.85416386493724,10.0672817238936
"39","evm.model.Contig246.21",8.52052077992189,8.43126122763151,8.41574738519596,8.75277844162465,8.86899128260718,8.50861554037964,8.44361857267369,8.59891873458995,8.460752216597,8.59151944138091,8.61279411658784,8.39134997145497,8.90959893868001,8.656267059906
"40","evm.model.Contig641.44.9",11.1361727286282,10.7304749300711,10.7182731651642,11.2882733601529,11.1632798198924,11.0640265624673,11.3827807434022,9.70227812641891,10.7225928822649,11.5831123323968,11.3234279609887,10.860404875789,10.7400613664721,7.94179671010683
"41","evm.model.Contig119.87",7.94179671010683,7.94179671010683,9.4382893499042,8.96537489023228,8.93708900821068,9.58794517082546,9.70166252098212,7.94179671010683,7.94179671010683,9.73695190119,9.52368834682343,7.94179671010683,9.31624305896042,7.94179671010683
"42","evm.model.Contig140.51",8.19051079950851,8.13460120838667,8.2317180434674,7.94179671010683,7.94179671010683,7.94179671010683,7.94179671010683,8.59334111014923,8.13733031765494,8.99417991912947,8.08628637689224,8.6179394960496,7.94179671010683,9.07116413118432
"43","evm.model.Contig363.24",9.3002137670911,10.47365795794,8.58198040154947,9.50252792102243,9.47144438947045,9.15573815359339,9.47852420081942,9.62290333460013,8.97647187874801,9.12712982718127,10.4360932498485,10.1474417796189,8.97261832636427,10.7296992153736
"44","evm.model.Contig246.27",8.49244546109687,8.54917754990785,8.67347194042588,8.38259327410169,8.44476743001077,8.53503584275905,8.35498546031974,8.65954036809527,8.4918765100783,8.23042332675117,8.25739690221351,8.47178160168586,8.55414154728287,8.42035838610399
"45","evm.model.Contig271.58.1",7.94179671010683,8.59082102627271,8.96906785432127,9.32252350265314,8.72814497187641,8.66418379939155,7.94179671010683,7.94179671010683,9.26317157487533,9.23136265444755,8.60717497357929,8.6179394960496,8.66784440740932,8.32267293481328
"46","evm.model.Contig290.5.1",8.48931824341151,8.40998542172019,8.33601027644596,8.65754704553587,8.15229842521262,8.7355988485907,8.74889803579769,8.09795366867144,8.1554344241249,8.9661408455346,9.00168713690489,8.75698745224459,8.52168273770904,7.94179671010683
"47","evm.model.Contig176.58.2",9.08665286614334,8.3583800528155,8.7000379220247,9.1686273235143,8.70533108863693,8.6799010873087,8.84356463267378,8.17833797079138,8.3237302494944,8.86159454890151,8.91664718011998,8.477958296022,8.61024087114578,8.17069934140224
"48","evm.model.Contig627.14",8.5761531099968,8.3644420474223,8.44151928520807,8.40025203336382,8.34266940518282,8.28935022547722,8.3373195395943,8.16159372435047,8.47943819175752,7.94179671010683,8.26311610961125,8.06760823611162,8.49173571689965,8.57713611048102
"49","evm.model.Contig627.16",7.94179671010683,7.94179671010683,8.0434264309711,8.09850757434691,8.29022273252259,8.28935022547722,8.33143886422801,8.09521290586917,8.16148346784599,8.25900673413005,8.10477367631747,8.27755123796097,8.30859436284544,8.00395203105751
"50","evm.model.Contig627.13",8.60667524729836,8.41302462834492,8.3822581953072,8.13242795126942,8.62535113679589,8.51523384406135,8.39631192503667,8.37662433976824,8.53213186469576,8.43864334027962,8.39401617947471,8.17154530992595,8.16620485696511,8.62002706349368
"51","evm.model.Contig627.12",8.48306006004466,8.48893471384698,7.94179671010683,7.94179671010683,7.94179671010683,8.01704727785711,8.00959195574655,8.13657333299057,7.94179671010683,8.53149997290228,8.21749430041115,8.12662784784899,7.94179671010683,7.94179671010683
"52","evm.model.Contig627.18",8.39207597850062,8.41606397092683,8.07480107230074,8.35438121037026,8.21404769947079,8.27619136109709,8.56976782196267,8.33653628007059,8.25592310206302,8.65315848652825,8.42697008337021,8.63576936241821,8.33852243772119,7.94179671010683
"53","evm.model.Contig221.1",7.94179671010683,7.94179671010683,7.94179671010683,9.12809653867862,7.94179671010683,8.43878918269057,9.50882216754804,7.94179671010683,7.94179671010683,9.8349186773327,8.84239806030513,9.02813615051722,8.1211854267597,7.94179671010683
"54","evm.model.Contig416.33",9.04860900584598,9.01152004808725,10.3516915592963,8.93651261657138,9.20545297344801,8.32236558679584,7.94179671010683,9.23692226865355,8.91514401194902,9.40065462008134,9.14076114541378,9.36240316875278,8.81304762112226,9.17036765349588
"55","evm.model.Contig416.37",9.0510153897845,9.23097151213849,9.69444733351491,9.68737395956886,9.26958415517466,9.61980319636633,9.30999192110831,8.90121752179457,9.35717705301571,9.05101700883218,9.05444606210714,9.2857411320623,9.29864243013602,9.22506919407298
"56","evm.model.Contig364.31",8.84599634049405,8.89766329036113,8.77784475858533,8.50260675205363,8.66900386533329,8.81352412394911,8.78096036093217,8.86952862787533,8.08649498689659,8.94478531246027,9.48865138430188,8.83947651769683,8.11066334326672,7.94179671010683
"57","evm.model.Contig364.32",9.65202151597355,9.50979199980358,9.33136927960329,9.70155497003279,9.56238757586179,9.44979152102952,9.45109619689858,8.98832211401776,9.4364965144794,9.55473537021097,9.46859637363767,9.37575721908493,9.23531818868055,8.84569945014152
"58","evm.model.Contig364.34",9.02921841225699,8.8218367512411,9.23893322236106,9.71561090426727,8.91370343192605,8.9764914648335,9.26376476260216,8.64040315289757,8.77452935695742,9.27218989475617,9.31308139430664,9.04250655861775,8.76163509882561,7.94179671010683
"59","evm.model.Contig364.36",12.6045996342163,12.2098237552334,12.9636727668272,12.375063351788,12.8435612895551,12.1917175819523,11.8848287042598,12.4004867749555,11.8603696756471,11.7271953200468,12.0449280584484,12.4256964691467,12.7070664425015,12.6328328694165
"60","evm.model.Contig364.38",11.0842030640607,10.847246027812,10.6397870905723,10.7801434802168,10.6865651898731,10.788861368139,11.0424277502971,10.2686444747802,10.90982971579,11.339756306872,10.8689264816256,11.0967579378506,11.0890664984539,10.3866496096812
"61","evm.model.Contig625.16",7.94179671010683,7.94179671010683,7.94179671010683,7.94179671010683,7.94179671010683,7.94179671010683,8.09188872388219,7.94179671010683,8.30516677930109,8.7979210361315,8.22887411689721,7.94179671010683,8.76906136730805,8.29762645329039
"62","evm.model.Contig625.12",8.65483105701529,8.41606397092683,8.38483258451871,8.39318680179345,8.66567312425634,8.49535623708992,8.60431366573321,8.53703623919695,8.40772928954627,8.54587954822431,8.29179152719134,8.39134997145497,8.5675863921086,8.09761101647999
"63","evm.model.Contig648.6",8.11152927785303,8.18765485659121,8.04820977118693,8.22520950741522,8.03835341051724,8.24014657345954,8.31675671758225,8.0332155405537,8.05998389120276,8.33392256260291,8.23646909943607,8.17756253657349,8.26529972953145,8.06467883451027
"64","evm.model.Contig1120.11",10.3785545865972,10.1364344957896,10.0920919309613,9.78744062368277,9.96143328370618,10.055808359857,9.84962029577496,10.3185494305357,10.2556782278665,9.92978264366855,10.09934210297,9.86508285820251,10.374958036662,10.5251908629501
"65","evm.model.Contig1120.10",8.47366463909345,8.66087027996521,8.80085066028662,8.5096312376478,8.51154823143827,8.15563755105625,8.25544349121531,8.60170361374327,8.69735963783462,8.32523613000738,8.31674879268865,8.32964127780469,8.502643168253,8.8782760402442
"66","evm.model.Contig177.58",7.94179671010683,8.52215904166945,8.27983857523018,8.47090907937571,7.94179671010683,7.94179671010683,7.94179671010683,8.40820342987383,8.18270421922801,7.94179671010683,8.27457030885555,8.59999333942576,7.94179671010683,9.37396586889895
"67","evm.model.Contig428.62",8.18133921949811,8.0995806123162,8.01983184006127,8.20103433284299,8.51154823143827,8.04448134987332,7.96723843137635,8.16159372435047,7.96901773416868,7.94179671010683,8.30713876540711,8.39753619979969,8.93464223824589,8.09459786966562
"68","evm.model.Contig428.60",10.7514220506983,10.6330272787937,10.6375952299769,10.5174471854718,10.8671305390071,10.8550698970968,10.5155842677282,10.6154561317966,10.3785705972718,10.4392207503051,10.3781609380652,10.4543336880985,10.8744550972868,10.6452882210719
"69","evm.model.Contig272.2.1",9.97856444173849,10.1294577434207,9.96280405888842,10.04929583369,9.95993519439592,10.1187369659652,10.057749721634,10.1619754999964,10.1302281535778,10.4549343881112,10.1084008084738,10.3137384382493,10.0363065843089,10.0252437445292
"70","evm.model.Contig254.36",9.5345781986187,9.47691312170946,8.62192718173806,7.94179671010683,8.73138449950748,9.31324472716306,9.12417312443994,9.09456610544165,8.73200498609058,9.22146995592537,9.99463781042077,8.81236572484117,9.31799164271381,8.88900814991896
"71","evm.model.Contig677.12",8.37953053685965,8.38568173049236,8.50579508815001,8.56544978925442,8.4553366013644,8.20753335226064,8.32262609853403,8.46851090865003,8.37032603907095,8.24184262723038,8.50244387086082,8.61197008519608,8.40961933877792,8.60783662780688
"72","evm.model.Contig644.70",7.94179671010683,8.2949855872273,8.49554116363187,8.46032090977412,7.94179671010683,7.94179671010683,8.30210485868808,8.857193062855,8.63245423527835,8.63090747007169,8.78601479473075,8.74007376006331,8.54335032477157,8.66524617082138
"73","evm.model.Contig224.91",9.3461058690155,9.45046409881134,9.22323287945269,9.08640442228908,8.70205250130478,9.76857529121198,10.0145563086729,9.25233404171687,9.44750612686509,10.1601059297465,10.0540631783788,9.48397233433879,9.46289368024371,7.94179671010683
"74","evm.model.Contig224.99",8.12057160680244,7.94179671010683,8.0151919200038,8.45325838334105,8.15571295610449,7.94179671010683,8.41109318246993,7.94179671010683,7.94179671010683,7.94179671010683,7.94179671010683,7.94179671010683,8.15026727182044,7.94179671010683
"75","evm.model.Contig2277.3",9.10762994070991,9.10642427673704,8.68074761248369,8.21138684768946,8.61177101611914,9.16993099671731,8.79153522481286,8.68392593079271,9.20199994311596,9.58789693296222,8.65916729146092,9.22181375894267,8.86782983227856,7.94179671010683
"76","evm.model.Contig247.81",8.78797783182688,8.94316212696647,8.49040826381587,8.46738054735605,8.4799724684674,8.61963612103979,8.59858308965868,8.45129162020442,9.25072557739139,8.47938957426749,8.81184771914355,8.65347781101063,8.40140072183938,8.9952902540382
"77","evm.model.Contig177.53",7.94179671010683,9.0067344955443,8.74988481736982,7.94179671010683,7.94179671010683,7.94179671010683,8.27290044873269,9.0445894279572,8.0629108962334,8.59435082467685,8.73688293621282,8.88468680729237,8.19820471198349,8.81811406867746
"78","evm.model.Contig247.87",8.2952393551179,7.94179671010683,7.94179671010683,7.94179671010683,7.94179671010683,8.8252443001281,8.58996641950018,8.75030939698021,8.24367209869786,8.36875384562322,8.54085859102856,7.94179671010683,7.94179671010683,7.94179671010683
"79","evm.model.Contig466.46",8.40148997872014,8.32812710643638,8.44409585227248,8.34733928081522,8.10140248947328,8.27290602165584,8.27290044873269,8.36228998680662,8.3237302494944,7.94179671010683,8.19477934863301,8.07344565460469,8.29232398877328,8.30387936649087
"80","evm.model.Contig329.29",8.21502278858572,8.24708322309971,8.15636187155254,8.41085289481523,8.1728171803591,7.94179671010683,8.10600523747729,8.23724874850744,8.10732963252503,8.28484055332573,8.41533729913181,8.11472742064235,8.43427986951176,7.94179671010683
"81","evm.model.Contig329.28",8.50494004945454,8.47984487185878,8.7870792413877,8.49205514019551,8.78884683165698,8.63882288328013,8.43474916137841,8.55402152492774,8.52904663063789,8.33102601364762,8.45410560565558,8.56984168169201,8.5943150940863,8.68902611797103
"82","evm.model.Contig329.24",7.94179671010683,7.94179671010683,8.6293546059751,7.94179671010683,7.94179671010683,7.94179671010683,8.74080359367203,9.43764138868985,7.94179671010683,9.06434632640504,9.13375958886792,7.94179671010683,7.94179671010683,8.76459571831881
"83","evm.model.Contig329.27",8.54224929075263,8.64063034596815,8.46212422546737,8.42145578037533,8.52901615715755,8.47542107510513,8.4170070383963,8.66498098896903,8.68276322286942,8.4211618811971,8.30521838838321,8.69141025612455,8.68332479747549,8.56167396081379
"84","evm.model.Contig329.23",9.75533072209888,9.82135137046224,9.75531783691422,9.36243539802862,9.45302249296205,9.2721530962772,9.42669969082709,9.68642718246625,9.54672449684496,9.14398513702379,9.52801388845942,9.52940047235603,9.70434248906898,10.0810582690384
"85","evm.model.Contig1304.14",10.8564435090171,10.6252291382556,10.5413523689601,10.6268154894995,10.7551316408792,10.4427370524579,10.3835377975981,10.8227835594513,10.522727013666,10.4233601431763,10.5779567996606,10.9613890070945,10.635154085219,11.0387512638581
"86","evm.model.Contig131.13.1",11.7706397390038,11.7163263301388,12.181471958877,11.2502527545407,11.299354892762,11.0816097169979,10.9210865815909,11.547358998745,11.3259636544548,11.0929746988573,10.7715792818298,11.7354418378565,11.6070447973494,11.8889938754116
"87","evm.model.Contig1430.14",9.97988357552138,10.1957003192046,9.67755364255926,9.66224913727481,9.81253262875577,9.83424424406163,10.3786610028755,9.79826975273488,10.0215120935669,10.3978605120571,10.4496579860183,10.0986059769954,9.93423483256652,9.85680532928944
"88","evm.model.Contig644.54.2",12.4351655779069,10.0543621885314,9.93966824055731,11.983535253871,11.0454361745632,12.3258366863473,11.7619193655584,9.33430876239949,9.51024334253824,11.5981160170896,10.3883796621475,9.33142852472194,11.4945488357637,10.0380968786616
"89","evm.model.Contig548.35",8.92326069925137,8.73733553969518,8.65885337460254,8.78465390731245,8.64559247291379,8.39879155762859,8.42292119765653,8.85471610847924,8.63842591611622,8.30212284025789,8.47540276561417,8.38825751215193,8.57830459529603,8.56786726074874
"90","evm.model.Contig220.78",7.94179671010683,8.16401350543,8.24687611184621,7.94179671010683,8.04160844681011,7.9740493788411,8.0336663318514,8.15880765054573,8.03391530931913,8.02675117119482,8.10106624746385,8.40991266784681,8.0897256162298,8.37931093118407
"91","evm.model.Contig220.75",8.56386171711388,8.51914687294725,8.59702419311249,8.60675129761084,8.72490052386757,8.6923991742213,8.54653608459648,8.52851723408772,8.41396836191484,8.29635686512359,8.30521838838321,8.44395460645043,8.74919772680195,8.72714418949158
"92","evm.model.Contig446.33",8.11152927785303,8.53719057745575,8.79856211677212,8.43912682227929,8.63211570315423,8.48871660631781,8.48495695793008,8.55119579160097,8.52904663063789,8.36875384562322,8.60717497357929,8.24407182896208,8.34943321107492,8.56477198878207
"93","evm.model.Contig446.35",9.87362738032899,9.31685580657329,9.16233064522236,8.75598856733009,9.24143133412003,9.00832133353422,9.83202547473229,9.14702848550285,9.37452144986261,8.91587570240949,9.85307307529573,9.59683881564553,9.47714317394218,9.69738945542038
"94","evm.model.Contig446.36",7.94179671010683,8.14046935748547,8.17637804594813,7.97080804672434,7.94179671010683,8.04448134987332,8.15730116594596,7.94179671010683,8.03391530931913,7.99062035364805,8.23646909943607,8.00515445418574,8.1688655103048,8.1157550781781
"95","evm.model.Contig950.9",8.45171515851252,8.5010375793852,8.69282319783465,8.73665289947523,8.46590016234404,8.6356347796528,8.66656226599527,8.79171769864753,8.57202381304844,8.75340398890629,8.94389999054415,8.56984168169201,8.52710955055917,8.55546981737544
"96","evm.model.Contig323.13",7.94179671010683,8.40086904281659,8.16886405773589,7.94179671010683,8.13186159409392,7.94179671010683,8.14870983814532,8.18952502840346,8.01130693809817,8.17639610059166,8.3244462380256,8.33887345682127,8.26529972953145,8.11272384897179
"97","evm.model.Contig80.20",9.01942944286973,8.84570054340334,9.2002491370344,8.76558888249285,8.73138449950748,8.79580966276452,8.84869037939087,8.7737061441953,8.93326704154404,8.6559261068475,9.0706535827658,9.08943663364104,9.02473386261679,9.15241622766582
"98","evm.model.Contig80.24",9.7324320801202,9.45756058215824,9.47879034386463,9.23215735774212,9.56430769629148,9.51664024931856,9.29665887656976,9.54569258168967,9.63684795806595,9.63561599497533,9.27411129742206,9.36048581684263,9.46289368024371,9.25060808300877
"99","evm.model.Contig80.28",11.6300904261854,11.5601725408358,11.251620029494,11.1911923064414,11.3493840507629,11.1198043805649,11.0304759730813,11.2527778952623,11.3022016487119,11.3049775619241,11.2975304119437,11.1843194000371,11.414512716088,11.7889780768878
"100","evm.model.Contig106.103",10.2770317861267,9.93680348697612,10.0176577023902,10.4738633718114,10.6402753378933,10.1818329906899,9.93354701761318,10.2686444747802,10.3898692286856,9.93356449835095,10.0787759471984,10.2848047321765,10.1604566039273,10.6146853121515
"101","evm.model.Contig106.107",10.0596543113596,10.0797768028332,10.1574864049794,9.4904782888809,10.2453423541666,10.3943433010717,10.0494397843064,10.4509014612408,9.89816686842933,9.88629222699741,9.83001146001188,10.2837234813623,10.3803918691324,10.1094962170787
"102","evm.model.Contig106.108",8.16303451834593,8.18765485659121,8.30786629952593,8.17693300142043,8.48700130019762,8.20427879213561,8.32556255244968,8.17833797079138,8.43268720210631,8.11722984723094,8.39982968938643,8.23800298738847,8.40140072183938,7.94179671010683
"103","evm.model.Contig169.1",8.24268371394775,8.0995806123162,8.06508204543024,7.94179671010683,8.1693923404481,8.15886846784925,8.33143886422801,8.25133926331926,8.41708811515608,8.30789389310273,8.25358695751661,7.99435302369304,8.10279384577133,7.99295790392181
"104","evm.model.Contig169.9",8.86494878986918,8.67236129634117,8.48527185237187,9.21048111937924,9.04647596606558,8.67362669435677,9.10682966452215,8.73982487544472,8.78292873767121,9.10147523072862,8.82208551684918,8.6681389936734,8.93238082657812,9.37396586889895
"105","evm.model.Contig811.50",7.94179671010683,8.3432407066398,8.34626952887483,8.0035396499679,8.00645093145994,8.12024193148577,7.94179671010683,8.76853007515779,8.54137433286159,8.27909035739622,8.50244387086082,8.70583557348438,8.31130998632331,9.2442654520063
"106","evm.model.Contig811.51",8.06085371908682,8.30099924229899,8.25700009031698,8.3403026847117,8.13866373070023,8.19127390338448,8.06112869891815,7.94179671010683,8.11630387209575,8.08383413171486,8.31674879268865,8.45941933240396,8.51896702743232,8.32581001805117
"107","evm.model.Contig967.4",8.36073218167667,8.61143865261036,8.60202216480247,8.84689642207718,8.56719523981358,8.43545620509861,8.43474916137841,8.67311888831547,8.70896910122787,8.26473827772669,8.36497622032477,8.477958296022,8.55683454753665,8.7125613871944
"108","evm.model.Contig967.3",8.14175399659088,8.53118403781491,8.7072294710823,8.46032090977412,8.44124343908295,8.39212829928137,8.4996808732918,8.57654718879995,8.62047021585572,8.48229535243614,8.56374262529743,8.60598795795356,8.49173571689965,8.76173878770298
"109","evm.model.Contig967.1",8.75973491100125,8.80306818033899,8.97114784601224,9.3580527483145,9.22475281332007,9.05486586475615,8.94099750581003,8.78658816729615,8.78572068991671,9.14188889845451,9.01238559166797,8.77376290691599,9.08541917683586,8.81254889586285
