"","Type","modColor","KEGGID_pathway","pathway.name","Num.genes.all","Num.genes.exp","Gene.IDs","Rich_factor","pvalue","log10_pvalue","qvalue"
"1","Frontloaded","pink and magenta","cvn03040","Spliceosome",141,5,"111115153/111115058/111130237/111121726/111124560",0.0354609929078014,0.00245567674834655,2.60982880188299,0.0930572241478692
