"","Airradians.TranscriptID","S1","S19","S20","S21","S2","S3","S22","S23","S5","S6","S7","S8","S9","S25","S15","S26","S16","S27","S17","S28","S29","S30","S31","S33","S34","S35","S18"
"1","evm.model.Contig127.32",10.3663498363835,10.6754906823472,10.3460110066504,10.121085055188,9.48935821745141,9.48935821745141,10.1394144894744,9.48935821745141,9.93615664078207,10.3606801318524,9.48935821745141,10.1067953747275,10.1249716410677,9.48935821745141,10.6519107781153,10.3870424634731,10.4172551458033,9.48935821745141,9.48935821745141,9.48935821745141,9.48935821745141,10.5057452196902,10.2728220947796,10.4717592843157,10.3255644479096,9.48935821745141,9.48935821745141
"2","evm.model.Contig127.31",10.2020491290615,10.2775754668039,10.5166151780097,10.4199899620682,10.4744706027243,10.4029521814373,10.3996634493485,10.2864735972208,10.4685768572771,10.3351922181152,10.5190359096635,10.201982745555,10.528942638385,10.1606128066349,10.2587248024114,10.4087659765181,10.2670034341234,10.3654881801296,10.2194262770244,10.2452372086893,10.3680605013442,10.2674266677355,10.2007675844825,10.2746089559197,10.3157771894116,10.4082718112315,10.1310936994007
"3","evm.model.Contig110.39",10.6643860190773,10.6850197477654,10.6337359160617,10.5017055861818,10.5850637975418,10.5886659181546,10.6194628411475,10.4414605368564,10.3848631625878,10.4944169247856,10.4258619052276,10.5419814364833,10.5695457719146,10.6819669400914,10.66350549428,10.557051642839,10.7274948920538,10.4119939876513,10.6349834264419,10.619618398613,10.6373549638721,10.6229156367181,10.5989305991545,10.7274851431564,10.6597720586962,10.7438818938934,10.5364527946823
"4","evm.model.Contig110.34",10.0416232109792,10.3221325141047,10.1537825553587,10.4120036712167,10.088174803034,9.88911585365408,9.48935821745141,10.1733492878249,9.48935821745141,10.2091419865646,9.48935821745141,10.4354939832268,10.4746928593868,10.2897493667858,9.48935821745141,10.009866154803,10.3597062453372,10.1414633746413,10.3547408053507,10.1809773617896,10.2948562396031,10.4494332228608,10.1994554961824,10.3332345449893,10.3588592381257,10.2971315665918,9.48935821745141
"5","evm.model.Contig110.35",10.518432549293,10.6207709025264,10.490828925367,10.5521933329383,10.5761356037299,10.5796671016481,10.5786109534635,10.5289776286693,10.4748009976339,10.6777582093463,10.6459899378526,10.6409057967805,10.5050881882576,10.6394859573638,10.8596903056333,10.4141068693256,10.4144019808956,10.3594780595454,10.5525503840785,10.697236840351,10.4778514021417,10.6030973220192,10.8404630653558,10.6782011459214,10.5303711222547,10.501498551892,10.3343341724734
"6","evm.model.Contig110.36",10.1483439794925,10.3189225105839,10.302281472836,9.99947251277525,10.3672483874144,10.1881682867471,10.1438999235888,10.142243663261,10.3086412856686,10.1326041934686,10.3149893630588,10.2437696556725,10.1367921282483,10.1624623281878,10.312732297997,10.3165135643778,10.2110707070566,10.3173146663641,10.2016491203855,10.2553802300992,10.1311508365349,10.1876865419984,10.247594104967,10.1232146031048,10.1982902977576,10.2825674447132,10.2023015506256
"7","evm.model.Contig110.37",9.87565760340607,10.074099521944,10.0040937934019,9.48935821745141,9.9905349348269,9.87748419717247,9.89600663663076,9.48935821745141,9.48935821745141,9.86549738761443,9.48935821745141,9.48935821745141,9.99068834103722,9.85447425765931,9.74657877064978,9.82120017393921,9.48935821745141,9.70553597291576,9.48935821745141,9.84050276486101,9.88259599280006,10.0244422958617,10.0060820703285,9.92799140725956,9.48935821745141,10.0462595682301,9.85837866598595
"8","evm.model.Contig219.79",10.5483116897562,10.5396105961759,10.5563725689837,10.7940915312777,10.0081474890162,10.2814475487282,10.6048135731567,10.5121654749402,10.3105478117872,9.48935821745141,9.48935821745141,10.6193839694301,10.4324049925106,9.48935821745141,10.2359193676349,10.474410796924,10.7132067983691,10.5119638316371,10.3231788566619,9.48935821745141,10.4394937022493,10.2207163218843,10.4054761927862,10.8417315540719,10.4427318523273,10.5235766182422,9.48935821745141
"9","evm.model.Contig219.76",9.48935821745141,9.95018944489831,9.88666117043948,10.0486930271139,9.48935821745141,9.92559888057455,9.48935821745141,9.48935821745141,9.48935821745141,9.48935821745141,9.48935821745141,9.96047710993532,10.04021947545,10.1302431158475,9.48935821745141,9.48935821745141,9.94803571421589,9.88597400577974,10.1352716717843,9.90952016583744,9.48935821745141,9.77989605743571,10.0433016740346,10.0663963435456,10.0835526909165,9.96231041610987,9.48935821745141
"10","evm.model.Contig219.77",10.7231610253939,10.5745971483925,10.7774292464232,10.9879613356997,10.7661162052842,10.2029020516091,9.97602401844794,9.9628537374368,10.2633589975653,10.7442136037706,10.4472879038304,10.9694485688573,10.9280730165569,10.7170988128966,11.1432898650536,10.638995827959,10.8369363887883,10.7155807201603,10.7360704067513,10.8839482858653,10.6621942546629,10.7749318000437,10.3196659390646,10.6928312185907,10.7806734967889,10.8820688437477,10.491503549019
