"","S1","S19","S20","S21","S2","S11","S12","S13","S14","S24","S33","S36","S34","S35","S18"
"rna-XM_069259642.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069271141.1",0,0,0,0,0,0,0,11,0,0,0,0,0,0,0
"rna-XM_069264375.1",0,0,0,0,0,0,0,30,0,0,0,0,0,0,0
"rna-XM_069246065.1",0,23,0,0,0,0,0,0,0,24,11,0,0,0,0
"rna-XM_069258445.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069251227.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069262558.1",0,0,0,0,0,159,0,0,0,0,0,0,0,0,0
"rna-XM_069251599.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069284204.1",0,0,0,0,0,0,0,0,0,228,0,0,0,0,0
"rna-XM_069248687.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069277434.1",0,0,0,0,0,0,0,0,0,0,399,0,0,0,0
"rna-XM_069268491.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XR_011207819.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069254864.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069259678.1",0,0,0,0,0,0,0,0,0,0,0,141,0,0,0
"rna-XM_069255404.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XR_011205908.1",218,0,0,182,0,0,262,0,201,96,308,0,339,77,0
"rna-XM_069272217.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069266591.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069262629.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069246787.1",0,0,0,0,0,111,149,225,0,0,339,0,0,0,0
"rna-XM_069274300.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XR_011206083.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069262115.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069269031.1",269,0,0,0,0,0,0,71,0,0,0,270,59,0,0
"rna-XM_069280002.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069246696.1",0,0,81,28,0,37,0,0,0,0,0,62,0,36,0
"rna-XM_069277063.1",425,458,409,173,311,302,434,480,322,485,763,174,299,523,339
"rna-XM_069253197.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069284051.1",0,0,0,0,0,0,0,0,0,104,0,0,0,125,0
"rna-XM_069254660.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069281038.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069271040.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XR_011208540.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069285809.1",0,36,0,0,0,35,0,0,0,0,18,0,0,0,0
"rna-XM_069279832.1",755,0,0,396,0,290,0,0,0,0,0,0,291,0,471
"rna-XM_069251671.1",293,398,400,242,276,282,283,397,364,321,528,90,301,323,418
"rna-XR_011205994.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069269547.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069276840.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene-LOC138326119",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069256139.1",0,0,0,0,0,0,0,0,60,166,136,0,0,0,0
"gene-LOC138326115",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069282842.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069263172.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069283342.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069251795.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069253198.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene-LOC138306520",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069252889.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069281680.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069277286.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene-LOC138333109",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069270380.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XR_011208001.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069272801.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene-LOC138306526",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069276495.1",0,0,0,0,0,0,0,0,0,0,584,0,0,0,0
"rna-XM_069251202.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069269557.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069255181.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069253989.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069245990.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069280147.1",263,236,345,269,228,216,244,221,210,212,254,171,225,307,166
"rna-XM_069274685.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069267118.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069273751.1",1523,1469,2023,885,1296,1657,1641,1778,1589,1623,2199,1708,1781,1698,1299
"rna-XM_069247878.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene-LOC138308768",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069255394.1",0,454,0,0,0,0,0,0,0,369,0,0,0,0,0
"rna-XR_011209727.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XR_011208015.1",0,0,0,0,20,0,10,0,0,12,0,0,0,0,0
"rna-XM_069261769.1",0,80,90,0,0,0,0,80,38,119,217,0,0,0,0
"rna-XR_011206374.1",60,131,178,199,57,0,95,50,26,139,145,0,0,115,0
"rna-XM_069276284.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069261855.1",179,297,57,98,115,214,175,0,156,153,99,48,145,73,156
"rna-XM_069253019.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069261950.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069277947.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XR_011208736.1",313,0,0,0,489,0,0,0,0,564,0,0,0,0,401
"rna-XM_069259705.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XR_011206788.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069253005.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069286261.1",423,453,658,316,246,98,225,445,229,375,744,309,251,492,478
"rna-XM_069255582.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069275101.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069282544.1",383,46,0,137,0,52,0,290,102,0,0,99,157,138,213
"rna-XM_069260374.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069258457.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069275458.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069249731.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069282892.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069255885.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069261926.1",977,1349,1612,902,722,784,796,1275,1172,751,1185,881,908,902,1161
"rna-XM_069245859.1",0,0,0,0,0,0,132,0,0,0,0,0,0,0,0
"rna-XM_069254213.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069265270.1",72,240,147,0,0,38,78,214,126,0,164,0,110,19,158
"rna-XM_069264917.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069248568.1",341,0,813,0,713,954,540,802,453,898,374,326,347,765,105
"rna-XR_011210413.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069252413.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene-LOC138334035",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069259666.1",3101,3477,6692,2717,3461,3436,4687,5371,4686,3327,7886,2151,4926,5479,3846
"rna-XM_069247892.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069284418.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069247855.1",0,171,0,0,0,218,0,0,0,409,435,0,0,0,0
"rna-XM_069276558.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XR_011207112.1",0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069285112.1",0,508,0,186,0,113,279,0,161,574,797,62,233,320,0
"rna-XM_069260235.1",0,0,0,0,0,0,266,0,0,328,185,0,78,0,0
"rna-XM_069264858.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XR_011209737.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069255904.1",60,0,284,0,0,177,283,0,0,251,243,201,276,56,0
"rna-XM_069246722.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069278094.1",0,0,0,0,0,0,0,0,0,0,452,0,0,0,85
"gene-LOC138327240",0,0,0,0,0,0,0,0,0,0,92,0,0,0,0
"rna-XM_069253291.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069274046.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XR_011210403.1",179,144,288,184,188,73,89,81,100,110,141,85,0,152,177
"rna-XM_069270269.1",0,295,509,0,391,0,0,169,130,155,176,0,0,51,0
"rna-XM_069252403.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069251238.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069253993.1",346,342,279,254,189,194,313,286,168,315,411,207,336,264,214
"rna-XM_069253027.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XR_011207924.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069254991.1",136,0,0,118,95,0,0,0,0,0,330,0,0,0,0
"rna-XM_069258950.1",265,574,524,443,632,514,666,371,542,504,956,308,367,1028,414
"rna-XR_011207312.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069255972.1",0,134,127,0,0,64,0,0,0,0,220,0,0,152,0
"rna-XR_011208614.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069283200.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069246099.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069273254.1",24,108,0,174,78,116,0,0,141,0,222,0,0,0,22
"rna-XM_069255891.1",448,369,402,404,438,346,494,475,385,334,505,420,403,410,506
"rna-XM_069252384.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069275963.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069281273.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069265765.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XR_011206916.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069262346.1",303,227,385,428,390,434,379,263,357,515,392,890,284,592,330
"rna-XM_069247320.1",106,0,198,69,0,70,157,0,73,0,323,0,523,100,0
"rna-XM_069281118.1",0,68,0,0,0,0,0,0,67,0,72,0,0,0,0
"rna-XM_069268026.1",3228,3407,1532,4456,3408,3705,4311,1966,2099,4019,3247,7146,1969,4620,2094
"rna-XR_011207738.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069277692.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069261384.1",351,353,447,320,258,237,246,422,391,257,472,171,278,435,529
"rna-XM_069257888.1",1113,940,1124,932,896,1004,1121,1075,1229,1341,1430,1177,891,1173,775
"rna-XM_069263293.1",141,0,0,88,0,74,0,0,0,70,0,0,0,0,0
"rna-XR_011209794.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069257756.1",28,76,30,99,0,0,148,0,113,58,217,30,0,0,164
"rna-XM_069281781.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069271939.1",0,0,0,0,0,0,0,0,0,491,0,0,0,0,0
"rna-XM_069251078.1",498,492,0,347,77,567,479,388,426,566,567,629,515,374,0
"rna-XM_069268479.1",1516,1018,1419,1117,1159,1805,1569,1370,1257,1811,2741,1236,1272,1076,912
"rna-XM_069284623.1",0,0,0,0,0,0,0,0,0,0,299,688,0,0,0
"rna-XM_069257647.1",225,349,389,131,168,202,148,342,244,235,534,167,192,262,285
"rna-XM_069257691.1",100,105,56,0,24,150,54,132,156,60,109,58,56,64,58
"rna-XM_069248237.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XR_011207702.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069275872.1",589,534,920,1796,1338,1330,994,786,1260,2654,1656,2311,845,1629,969
"rna-XM_069253454.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XR_011209729.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene-LOC138327930",0,299,302,40,0,335,401,117,0,0,0,0,259,219,0
"rna-XM_069265410.1",0,0,0,0,0,0,0,0,0,379,862,0,0,0,0
"rna-XM_069285598.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069258825.1",58,0,218,202,58,80,119,172,111,167,244,181,70,53,178
"rna-XM_069283774.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069284997.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069257657.1",202,0,0,0,162,384,323,334,0,145,152,541,688,249,263
"rna-XM_069272322.1",308,333,492,234,371,347,341,301,366,407,598,95,454,402,295
"rna-XM_069284633.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069252231.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069271626.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069281228.1",0,265,197,178,0,0,0,284,137,193,199,0,0,63,0
"rna-XM_069269298.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069280623.1",0,207,255,188,125,0,0,186,0,0,43,0,0,0,90
"rna-XR_011207785.1",52,0,0,29,83,0,41,0,0,20,23,54,0,0,0
"rna-XM_069262060.1",0,0,0,0,222,245,250,0,0,522,607,227,0,558,0
"rna-XM_069271557.1",0,0,0,0,0,0,0,0,0,115,0,0,0,0,0
"rna-XM_069266745.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069262257.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069255741.1",0,0,0,0,0,0,0,0,0,0,0,0,0,104,0
"rna-XM_069264248.1",419,271,1200,1363,791,1302,298,1489,88,1816,991,819,1062,1989,1716
"rna-XM_069283702.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069249247.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069264535.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069266104.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069285625.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene-LOC138312902",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069260886.1",0,0,0,0,0,167,0,0,0,0,364,0,96,0,0
"rna-XM_069249346.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069245648.1",0,0,0,0,0,0,0,0,0,87,265,0,0,0,0
"rna-XR_011207416.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069273325.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XR_011209058.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069285639.1",1170,1003,1247,1049,936,1008,1138,1044,1048,1370,1563,1698,1008,1120,926
"rna-XM_069261414.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069285270.1",0,0,0,0,0,0,0,0,0,318,0,0,0,0,0
"rna-XM_069260141.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069267232.1",0,0,0,0,0,0,0,0,0,0,224,0,0,0,0
"rna-XM_069280759.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene-LOC138316877",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069247601.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069246921.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069262505.1",382,339,278,255,216,253,123,363,173,306,466,240,111,275,156
"rna-XM_069245672.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069266871.1",70,85,310,174,67,0,119,113,156,110,0,151,112,89,144
"rna-XM_069259393.1",0,0,0,0,0,0,0,0,0,229,0,0,0,0,0
"rna-XM_069285257.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XR_011207517.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069278871.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XR_011207297.1",0,0,0,205,0,0,0,0,0,0,0,0,0,0,0
"rna-XR_011208436.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069262981.1",0,26,0,135,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069259008.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069267941.1",741,482,826,870,973,530,535,474,847,550,839,2146,630,699,1346
"rna-XM_069249887.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069247248.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069272766.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XR_011207507.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069284598.1",0,287,288,0,0,181,115,298,363,210,348,0,276,245,236
"rna-XM_069247188.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069248913.1",152,617,576,266,327,486,790,671,482,565,559,839,0,358,557
"rna-XM_069275301.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069264521.1",0,470,0,0,0,0,0,223,0,287,0,0,0,0,0
"rna-XM_069259072.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XR_011207684.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069260723.1",76,0,0,0,0,104,0,106,0,0,0,0,0,34,96
"rna-XM_069276881.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069260807.1",0,0,0,0,0,0,0,0,0,0,60,0,0,0,0
"rna-Trnar-ucg-44",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069251585.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069267955.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-Trnar-ucg-40",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069262018.1",543,497,511,374,547,465,463,580,529,449,595,455,480,649,543
"rna-Trnar-ucg-42",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-Trnar-ucg-43",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069257212.1",2208,2702,2496,2716,2261,2681,2538,2731,3057,2204,3708,3113,2522,3460,2373
"rna-XM_069279400.1",248,263,219,0,66,303,145,217,207,105,169,238,149,241,260
"rna-XM_069259998.1",722,683,984,700,572,755,1005,848,857,1053,1470,508,851,824,817
"rna-XM_069245346.1",308,164,820,579,102,571,300,557,40,377,265,32,358,745,261
"rna-XM_069260071.1",0,0,0,0,0,0,0,0,0,0,107,0,0,0,0
"rna-XM_069260517.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069250030.1",256,472,612,561,225,549,165,610,340,419,682,126,612,147,356
"rna-XM_069248516.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069260781.1",107,369,528,242,0,280,0,330,184,176,405,0,627,758,0
"rna-XM_069259439.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069256444.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069264822.1",0,0,0,0,0,0,0,0,0,0,386,0,0,0,0
"rna-XM_069266879.1",2708,2816,2810,1904,2394,2379,2242,3306,3276,2698,3753,3678,2938,3223,3317
"rna-XM_069281649.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069248531.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XR_011206112.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069245963.1",3827,3520,3766,3326,3536,2438,3246,4180,3784,3524,5269,3756,4076,4485,4856
"rna-XM_069249923.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069267707.1",0,0,180,174,0,0,0,0,0,0,0,0,0,0,730
"rna-XM_069261688.1",1997,1294,1591,943,1036,794,1182,1404,1183,1133,2082,4431,1308,1698,1533
"rna-XR_011207543.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069271502.1",207,187,269,235,253,0,224,257,105,0,254,0,199,0,267
"rna-XM_069283269.1",406,521,489,434,526,313,393,399,328,374,587,579,340,286,530
"rna-XM_069245427.1",717,561,561,548,517,505,822,636,503,870,1123,407,430,524,0
"rna-XM_069271844.1",0,370,201,267,0,0,261,126,423,122,0,97,742,680,0
"rna-XM_069263694.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069279036.1",3533,3409,4655,2767,3626,1767,2076,3014,2334,1939,3335,3491,3256,3467,6008
"rna-XM_069273798.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069246988.1",0,0,0,0,0,0,0,0,0,48,24,0,0,0,0
"rna-XR_011207234.1",0,484,1430,518,614,0,115,0,0,0,274,0,585,0,156
"rna-XM_069274202.1",124,149,184,258,179,131,52,46,147,116,274,317,24,192,135
"rna-XM_069245973.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069245437.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069270534.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069253866.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene-LOC138313969",0,0,0,0,0,0,0,25,27,0,0,0,50,0,0
"rna-XM_069260156.1",24,0,0,0,17,0,0,0,0,17,20,0,0,0,0
"rna-XM_069268089.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene-LOC138313963",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069245554.1",191,508,688,421,482,203,430,522,388,766,1203,217,409,405,283
"rna-XM_069262793.1",0,0,0,0,0,0,0,0,0,0,515,0,0,0,0
"rna-XM_069254075.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069268006.1",0,0,113,0,0,0,0,40,0,0,84,0,0,0,0
"rna-XM_069245950.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069265226.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069282351.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069279768.1",0,0,0,251,0,77,0,0,0,85,116,92,0,76,0
"rna-XM_069260763.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069257530.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-Trnas-uga",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069261312.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069275491.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069268617.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069250532.1",1190,821,909,576,1076,819,681,772,666,1487,1135,510,721,963,531
"rna-XM_069246592.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069256291.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069282762.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069286536.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069270282.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069246483.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069284796.1",0,0,17,8,0,0,12,0,8,14,14,17,0,20,0
"rna-XM_069264168.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
"rna-XM_069258374.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069260700.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069265056.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069249442.1",0,92,907,79,0,0,0,122,0,299,367,294,168,621,181
"rna-XM_069281653.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069250982.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069271142.1",702,491,692,576,655,520,665,683,638,837,1093,475,571,770,671
"rna-XM_069272184.1",670,652,706,693,638,732,752,716,760,787,901,1107,619,811,551
"rna-XM_069267465.1",535,488,380,236,356,272,416,464,279,158,328,270,390,436,406
"rna-XM_069253880.1",0,0,0,0,0,0,0,0,0,0,0,484,0,0,0
"rna-XM_069273148.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069280899.1",246,110,0,232,394,559,234,279,257,180,635,343,528,153,364
"rna-XR_011206530.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069264152.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XR_011208904.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069279629.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069268492.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069245164.1",4593,3262,4297,4364,4574,1660,3583,4553,4430,2349,7307,3449,3589,6291,5765
"rna-XM_069245845.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rna-XM_069279315.1",1612,2072,2469,2241,1628,2135,2359,2063,2589,3302,4772,1763,2104,1888,2190
