"","Airradians.TranscriptID","S1","S19","S20","S21","S2","S11","S12","S13","S14","S24","S33","S34","S35","S18"
"1","rna-XR_011207857.1",13.3242417697272,13.2559928896321,13.2474591111099,13.5147177819353,13.3090224554935,13.3520422625667,13.4449741716694,13.2231019156787,13.3126565112989,13.4237552617964,13.4179221343017,13.2818334900182,13.4896053854946,13.3584222908849
"2","rna-XM_069250357.1",12.9889370021886,12.6151716469022,12.9080412832691,13.019314107597,12.6151716469022,13.0032256441105,13.003529173503,13.0193449839858,12.9983021938589,13.0109429368801,13.0610618124578,13.0276710527921,12.9593094392569,12.6151716469022
"3","rna-XM_069274481.1",13.1915246807867,13.0894453664988,13.1404218283308,13.2279135798811,13.1217404890142,13.1998336038978,13.0051966297896,13.1019353672121,13.1827031478726,13.2627047225036,13.1625596345264,13.1692849496102,13.1335338580895,13.0956192599857
"4","rna-XM_069274594.1",12.8472585641746,12.7637474646393,12.8339139384689,12.8251342659617,12.8299853968666,12.6151716469022,12.8263274811954,12.8270773773857,12.7374849346256,12.6151716469022,12.806596068832,12.743245603499,12.821249060321,12.8091181395689
"5","rna-XM_069286093.1",12.6151716469022,12.8786811040749,12.7808344787785,12.6151716469022,12.6151716469022,12.6151716469022,12.8539529041663,13.0015161943418,12.6151716469022,12.773282761966,12.9746135459985,12.6151716469022,12.8070925099378,12.6151716469022
"6","rna-XM_069268794.1",13.2348444231752,13.2369858887594,13.1046963463751,13.1595290836455,13.1886474152531,13.1208805360522,13.1845569247151,13.1673921904985,13.096045167308,13.117717500474,13.2158782599106,13.1200265935638,13.1309996291484,13.1250680921912
"7","rna-XM_069258159.1",13.0619044577883,12.917479260321,13.0651147772009,13.2520954781484,13.1170686037564,13.0302083253205,13.1142539760465,13.1109178825904,12.6151716469022,13.1981289035935,13.1652962354719,12.9267458950461,13.0683323554705,12.9182537224668
"8","rna-XM_069271650.1",12.6151716469022,12.6151716469022,12.8609549727119,12.6151716469022,12.6151716469022,12.9239676299496,12.6151716469022,12.6151716469022,12.8782534906719,12.9141309909235,13.269334355214,12.6151716469022,12.6151716469022,12.6151716469022
"9","rna-XM_069254711.1",13.0284859357368,12.9943648601524,12.9391621704116,12.9562827357833,12.9875410721836,12.9972226458172,13.0250595698281,13.0003240672219,13.0335043548193,13.0318653728457,13.0569189565036,12.9789256997335,12.9710918295183,13.0403408515323
"10","rna-XM_069262423.1",12.7925890509164,12.9102460906074,12.9497133126348,12.9017309432322,13.0043429716027,12.6151716469022,12.8553181473845,12.8876358310342,12.6151716469022,12.9535797872719,12.9782254175919,12.8902785523919,12.9614434172794,12.8621234880316
"11","rna-XM_069286233.1",12.9410059773333,12.9085512126826,12.9094638459694,12.8997944440907,13.0345901859177,13.0259095478282,13.1954091904746,12.8954458655251,13.080504732642,13.0465966032778,12.9151545172064,12.934276537945,12.9448723750424,12.908348525084
"12","rna-XM_069263410.1",12.9030516376725,12.948808456341,12.8420599285347,12.9584315919997,13.1648857541108,12.9635927530089,13.1538997377019,12.6151716469022,12.999178804854,13.0424945339932,12.9017605942011,12.8789221281785,13.0810633554461,13.1647187057665
"13","rna-XR_011206792.1",12.8285153026548,12.8405169228713,12.8654539578493,12.8105329529925,12.8176196061718,12.7999387155974,12.7688745523681,12.7885415111442,12.7288445169814,12.7347180343952,12.7337281647178,12.8027124096203,12.8031889057698,12.7449478783921
"14","rna-XM_069251341.1",12.9036295349311,12.9039822433826,12.8575253925404,12.8224753871188,12.8927666066752,12.8401957012173,12.7860403028231,12.9067641827823,12.6151716469022,12.8928567963463,12.8820297317565,12.8429192113705,12.7604420852474,12.8693408989324
"15","rna-XR_011209398.1",12.6151716469022,12.8583029552508,12.7782818545509,12.8268881724444,12.9673360303268,12.6151716469022,12.6151716469022,12.6151716469022,12.6151716469022,12.6151716469022,12.9934702995677,12.6151716469022,12.6151716469022,12.6151716469022
"16","rna-XM_069272599.1",13.1014578347226,12.9350963393043,13.0696889619328,12.6151716469022,12.6151716469022,13.1088800068834,13.197334499021,13.0860305865329,13.0876341938228,13.1546464136342,13.1994688115488,13.12300410109,13.0804353568568,12.6151716469022
"17","gene-LOC138320139",12.6151716469022,12.699004956427,12.6151716469022,12.8711297595623,12.6151716469022,12.8139697940953,12.6151716469022,12.6151716469022,12.7851273434929,12.6151716469022,12.8230527960529,12.6151716469022,12.8146693813682,12.6151716469022
"18","rna-XM_069271571.1",12.6151716469022,12.6151716469022,13.0626554715852,12.9042925037195,12.6151716469022,12.6151716469022,13.227793032469,13.1421125827511,12.6151716469022,13.1552346821653,13.1625596345264,12.9374492382852,13.0444341764602,13.0341659774833
"19","rna-XM_069251042.1",13.345038484311,13.4228279230362,13.3961092466786,13.3893152889919,13.4822984376502,13.3065581269085,13.271167912849,13.5134466564766,13.4934139862423,13.4298360807714,13.5162899495861,13.3816846842367,13.290014092145,13.5657866673798
"20","rna-XM_069269504.1",13.1061702815031,13.0407629200118,13.0395353357798,13.1952516508162,13.1210246593133,12.9115722195504,13.1609991534647,12.9635016872272,12.9775416057849,13.2005652233919,12.9755199785675,13.1311811476081,13.0838785776533,12.8844105286124
"21","rna-XM_069271771.1",13.1533747544446,13.2416656357976,13.3053963263865,13.1905603837559,13.169788693664,13.2638042695797,13.1310553463002,13.1787835572986,13.1794799924028,13.1189834220479,13.1889380687526,13.1782419838338,13.2306912617436,13.2043107984797
"22","rna-XM_069281623.1",13.0706794282014,12.872932591738,12.6151716469022,13.1297126542367,12.6151716469022,13.1049320321739,12.6151716469022,12.6151716469022,13.356234794875,12.6151716469022,13.238700801394,13.1389060219166,12.6151716469022,13.8568756861547
"23","rna-XM_069247624.1",12.7972403745841,12.7952543582655,12.6151716469022,12.7643253130298,12.6151716469022,12.6978471617085,12.6151716469022,12.8602065829423,12.6151716469022,12.6151716469022,12.780815044034,12.6151716469022,12.6922965830012,12.6151716469022
"24","rna-XM_069256983.1",13.6313050345637,13.6648279063121,13.5470853258746,13.4126984546391,13.397767167878,13.637009347441,13.5214265236008,13.5194187918336,13.5977194312232,13.5293926093002,13.5433867995337,13.5754964952373,13.5757479919643,13.6662964760004
"25","rna-XM_069285759.1",12.8515341344131,13.0604512334836,13.6057822958585,13.0224737140432,13.0688019033979,13.0473744114588,13.0010141516936,13.1096889873995,13.1976862689693,12.8968980660958,13.0327290978472,13.2453688059578,13.0194440524898,13.1363638229415
"26","rna-XR_011206034.1",12.7757648225091,12.8306837865135,12.8364525924562,12.809583723564,12.782731861867,12.6151716469022,12.6151716469022,12.7237237858736,12.7810847074103,12.7202656174865,12.8088716139936,12.6151716469022,12.6151716469022,12.8441525651753
"27","rna-XM_069275460.1",13.1239226532913,13.1283454443477,13.1953655960115,13.1363763699488,13.1485402919537,12.9599939256989,13.0238719213132,12.9752087620143,13.0911574813691,13.1662869811369,12.9868061987151,13.1764625776397,13.1637869550364,13.165012135696
"28","rna-XM_069248845.1",13.1394907924956,13.0692416360012,12.8968931419966,13.0743668313534,13.0410600949446,12.9641037831202,13.0717343414387,13.1325196737871,12.9816980504762,12.9473357754573,13.0975913229805,13.0243864707335,12.9462113251825,13.1329395988986
"29","rna-XM_069278829.1",12.6151716469022,12.9643514248157,12.9976957937975,13.1848771749613,12.6151716469022,13.0403432867351,12.9361539590052,12.9661376842241,12.811093513316,12.933463915634,13.0078349593243,12.6151716469022,12.6151716469022,12.6151716469022
"30","rna-XM_069254882.1",12.6151716469022,13.4391764469601,12.8698727052455,12.6151716469022,12.6151716469022,13.0045974999078,12.6151716469022,12.6151716469022,13.13758899155,13.0372143657817,13.1680186434931,13.0580078499231,12.9772430592096,12.6151716469022
"31","rna-XM_069263273.1",12.9490669564491,13.0051180879293,12.9370097172361,12.9658469725823,12.6151716469022,12.9736722932296,12.9534396023242,12.9114808458858,13.058404755588,13.0387298949387,12.9321217888068,12.9807812224648,12.9605914381787,12.8769853467202
"32","rna-XM_069269821.1",13.6861516909777,13.6668726104748,13.700076497198,13.4969118651292,13.5666765646614,13.58090509431,13.5620002088056,13.6746895393383,13.6542343171527,13.5458625408364,13.6327710434497,13.7304111403114,13.6057324223856,13.661963028208
"33","rna-XM_069266589.1",12.6151716469022,12.8267792323099,12.7480234512981,12.773948432637,12.6151716469022,12.6151716469022,12.8659702412852,12.6151716469022,12.8300760747036,12.8457900658481,12.9096487779899,12.6151716469022,12.6151716469022,12.6151716469022
"34","rna-XM_069251417.1",13.024060421556,12.9124906911302,12.9413001812669,12.6151716469022,12.6151716469022,12.6151716469022,12.9553582139921,13.0775360500957,13.0074066189183,12.6151716469022,12.6151716469022,12.6151716469022,12.6151716469022,12.6151716469022
"35","rna-XM_069272625.1",12.6151716469022,12.7626185803311,12.9183162940677,12.9679364737774,12.6151716469022,12.8377937475664,12.6151716469022,12.6151716469022,12.9392466245705,12.8364796434112,12.8948198661168,12.7641922893997,12.8501393178596,12.6151716469022
"36","rna-XM_069250018.1",12.6151716469022,12.6151716469022,12.6151716469022,13.1521526709259,13.0818413973949,13.0910319327269,13.0907792177156,12.6151716469022,12.6151716469022,13.2310582003574,13.0749065877617,12.6151716469022,12.6151716469022,12.6151716469022
"37","rna-XM_069286526.1",13.0742845673785,13.0325407339274,13.0739157143955,13.0618736415365,13.0048121340083,13.0954665101878,13.0420888863163,13.1016225534452,13.1053287980561,13.0554100289822,12.9712698125158,13.118697375093,13.0838785776533,12.9983793989328
"38","rna-XM_069246762.1",13.1642178927074,13.0817546680432,13.006996933857,13.2202207574093,13.1163458305843,13.1604034517942,13.1353991517648,13.0407350732385,13.0865718889269,13.2000247434807,13.0899271394334,13.0227339863414,13.1236045590083,13.021125358483
"39","rna-XM_069286405.1",14.1005696063483,14.1031138748893,13.9824892865766,14.3264642776691,14.1403831802588,14.0191575035837,13.8303134237318,13.7924581497874,13.9037802322756,13.9574971908777,13.771362016192,13.8025439663165,14.0239730975968,14.1052538393658
"40","rna-XM_069281210.1",12.8632448924075,12.8637234729163,12.8414438084897,12.8577983448143,12.6151716469022,12.8304258432719,12.6151716469022,12.9186702052817,12.7555887314209,12.8678758221469,12.8655494194721,12.7571537365034,12.9231231573529,13.1053091104713
"41","rna-XM_069270137.1",12.8639164305178,12.9152725032289,12.889882987595,12.7457834171432,12.7985029849133,12.7305288467275,12.7380481542854,12.8870692824845,12.8833478311809,12.7426035563768,12.8353286304289,12.761883756661,12.887477550818,12.853309143485
"42","rna-XM_069282309.1",12.9669890309861,12.9223856732175,12.8908954854347,12.8608240343462,12.9480827617675,12.8672258585993,12.8931465709376,12.9848833311646,12.8827164032588,12.8803591134446,12.9144263539008,12.9082182676099,12.8991694572707,12.9335553994018
"43","rna-XM_069270459.1",12.7120447813685,12.6151716469022,12.8377109756244,12.6151716469022,12.6151716469022,12.6151716469022,12.7507391022704,12.7582069165085,12.7638137926691,12.8350119903829,12.7747468004688,12.8451510373567,12.6151716469022,12.6151716469022
"44","rna-XM_069275048.1",13.1223060577167,13.1134278647203,13.1832365369639,13.142608404396,13.1542699266797,13.1356458852862,13.1225685247193,13.1646434342048,13.0998496574226,13.1642685362533,13.1362235895771,13.1647489818651,13.2142810381535,13.1597050453919
"45","rna-XM_069254296.1",13.5589971622276,13.5405625571913,13.6997230723839,13.629923575411,13.5812058875776,13.5102994754853,13.6665039010615,13.6071857923501,13.6128270168021,13.5169854787041,13.5315802720081,13.5910780764008,13.7098249459635,13.6737586161545
"46","rna-XM_069258900.1",12.8113812175088,12.7970989773752,12.7739359099676,12.8057392427784,12.7913198020587,12.8279127427783,12.8398404694678,12.8842184332612,12.8460397272138,12.8741934872131,12.8539246484411,12.8656938387177,12.8411422284971,12.8116496091586
"47","rna-XM_069260024.1",12.9295789967637,12.8499353635221,12.7992271552762,12.6151716469022,12.6151716469022,12.6151716469022,12.9820316260074,12.6151716469022,12.8932535225212,12.8815749276573,12.7705691573167,12.6151716469022,12.819079580802,12.6151716469022
"48","rna-XM_069276014.1",13.1754251458812,13.1550856380823,13.2161418494347,13.302694617065,13.3184444471349,13.3340295444755,13.2718932040506,13.2090556305791,13.1993890692761,13.2895368788198,13.2471815606622,13.235561733815,13.2399956172509,13.1307481989318
"49","rna-XM_069246844.1",12.9636703916979,13.0317489653204,13.0693854960351,13.1204454225286,13.1167073525739,13.0567037206062,13.1165066195543,12.8459262704904,13.0294745054431,13.0173768646746,12.9672763555845,12.6151716469022,12.7573424032693,12.6151716469022
