"","Type","KEGGID_pathway","pathway.name","Num.genes.all","Num.genes.exp","Gene.IDs","Rich_factor","pvalue","log10_pvalue","qvalue"
"1","Cohort WGNCA module black","cvn03010","Ribosome",137,64,"111100708/111101507/111101860/111102380/111103110/111105616/111106322/111106468/111111438/111114067/111114718/111115132/111115985/111118104/111118126/111118248/111118348/111118510/111118540/111119040/111119059/111119071/111119359/111119576/111119745/111120067/111120557/111120619/111121848/111122453/111122600/111122819/111124874/111125240/111125367/111125548/111126040/111126078/111126128/111126281/111126614/111126648/111127354/111127437/111127638/111127769/111128580/111128745/111129410/111130039/111130094/111130771/111131049/111131216/111131662/111132903/111135077/111135345/111135849/111136230/111136247/111136425/111137089/111137903",0.467153284671533,1.09605593652897e-68,67.9601672813389,7.89160274300858e-67
