source,term_name,term_id,highlighted,adjusted_p_value,negative_log10_of_adjusted_p_value,term_size,query_size,intersection_size,effective_domain_size,intersections
GO:MF,nucleotide binding,GO:0000166,FALSE,0.036595814,1.43656859,1958,238,46,17566,"LOC111101253,LOC111101291,LOC111101424,LOC111103394,LOC111103614,LOC111103635,LOC111103866,LOC111104253,LOC111106228,LOC111107113,LOC111107208,LOC111107542,LOC111108651,LOC111112439,LOC111119072,LOC111119284,LOC111119545,LOC111119582,LOC111121274,LOC111122805,LOC111123066,LOC111123162,LOC111123621,LOC111123746,LOC111123809,LOC111123900,LOC111124294,LOC111124314,LOC111124543,LOC111124672,LOC111124684,LOC111124987,LOC111125129,LOC111125401,LOC111125428,LOC111126186,LOC111130105,LOC111130166,LOC111130301,LOC111130309,LOC111132090,LOC111135733,LOC111136057,LOC111136573,LOC111137032,LOC111138028"
GO:MF,adenyl nucleotide binding,GO:0030554,FALSE,0.047934474,1.31935203,1359,238,35,17566,"LOC111101424,LOC111103394,LOC111103614,LOC111103866,LOC111104253,LOC111107113,LOC111107208,LOC111107542,LOC111108651,LOC111112439,LOC111119072,LOC111119284,LOC111122805,LOC111123066,LOC111123162,LOC111123621,LOC111123809,LOC111123900,LOC111124294,LOC111124543,LOC111124672,LOC111124684,LOC111124987,LOC111125129,LOC111125401,LOC111125428,LOC111126186,LOC111130105,LOC111130301,LOC111130309,LOC111132090,LOC111135733,LOC111136057,LOC111136573,LOC111137032"
GO:BP,microtubule-based process,GO:0007017,TRUE,3.23E-09,8.491271357,198,143,20,9567,"LOC111100563,LOC111100645,LOC111101168,LOC111101424,LOC111103394,LOC111103866,LOC111110718,LOC111112439,LOC111119280,LOC111121925,LOC111122805,LOC111123746,LOC111124399,LOC111124684,LOC111125428,LOC111129389,LOC111130400,LOC111136516,LOC111136780,LOC111138395"
GO:BP,cilium organization,GO:0044782,FALSE,2.03E-07,6.692985167,58,143,11,9567,"LOC111100645,LOC111101168,LOC111108798,LOC111110718,LOC111119280,LOC111121925,LOC111124399,LOC111129389,LOC111130400,LOC111136516,LOC111138395"
GO:BP,cilium assembly,GO:0060271,FALSE,8.83E-07,6.053921281,51,143,10,9567,"LOC111100645,LOC111101168,LOC111108798,LOC111110718,LOC111119280,LOC111121925,LOC111124399,LOC111129389,LOC111130400,LOC111138395"
GO:BP,cell projection assembly,GO:0030031,FALSE,8.83E-07,6.053921281,51,143,10,9567,"LOC111100645,LOC111101168,LOC111108798,LOC111110718,LOC111119280,LOC111121925,LOC111124399,LOC111129389,LOC111130400,LOC111138395"
GO:BP,plasma membrane bounded cell projection assembly,GO:0120031,FALSE,8.83E-07,6.053921281,51,143,10,9567,"LOC111100645,LOC111101168,LOC111108798,LOC111110718,LOC111119280,LOC111121925,LOC111124399,LOC111129389,LOC111130400,LOC111138395"
GO:BP,organelle assembly,GO:0070925,FALSE,8.05417E-06,5.093979083,81,143,11,9567,"LOC111100563,LOC111100645,LOC111101168,LOC111108798,LOC111110718,LOC111119280,LOC111121925,LOC111124399,LOC111129389,LOC111130400,LOC111138395"
GO:BP,plasma membrane bounded cell projection organization,GO:0120036,FALSE,2.1909E-05,4.659377652,89,143,11,9567,"LOC111100645,LOC111101168,LOC111108798,LOC111110718,LOC111119280,LOC111121925,LOC111124399,LOC111129389,LOC111130400,LOC111136516,LOC111138395"
GO:BP,cell projection organization,GO:0030030,FALSE,2.1909E-05,4.659377652,89,143,11,9567,"LOC111100645,LOC111101168,LOC111108798,LOC111110718,LOC111119280,LOC111121925,LOC111124399,LOC111129389,LOC111130400,LOC111136516,LOC111138395"
GO:BP,microtubule-based movement,GO:0007018,FALSE,2.76472E-05,4.558348289,112,143,12,9567,"LOC111100645,LOC111101168,LOC111101424,LOC111103394,LOC111110718,LOC111112439,LOC111121925,LOC111122805,LOC111124684,LOC111125428,LOC111130400,LOC111136516"
GO:BP,organelle organization,GO:0006996,FALSE,0.00032743,3.484880976,423,143,21,9567,"LOC111100563,LOC111100645,LOC111101168,LOC111103866,LOC111107542,LOC111108798,LOC111110718,LOC111119280,LOC111121925,LOC111122703,LOC111122906,LOC111124399,LOC111125129,LOC111127260,LOC111129389,LOC111130400,LOC111131811,LOC111135726,LOC111136516,LOC111136780,LOC111138395"
GO:BP,axoneme assembly,GO:0035082,FALSE,0.000532171,3.27394857,15,143,5,9567,"LOC111101168,LOC111119280,LOC111124399,LOC111129389,LOC111138395"
GO:BP,microtubule bundle formation,GO:0001578,FALSE,0.000532171,3.27394857,15,143,5,9567,"LOC111101168,LOC111119280,LOC111124399,LOC111129389,LOC111138395"
GO:BP,cellular component organization or biogenesis,GO:0071840,FALSE,0.001809105,2.742536245,849,143,30,9567,"LOC111099580,LOC111100563,LOC111100645,LOC111101168,LOC111103866,LOC111104266,LOC111107542,LOC111108798,LOC111110718,LOC111119280,LOC111121210,LOC111121925,LOC111122703,LOC111122906,LOC111123066,LOC111124399,LOC111125129,LOC111127260,LOC111128153,LOC111129243,LOC111129389,LOC111130400,LOC111131690,LOC111131719,LOC111131811,LOC111135726,LOC111136516,LOC111136780,LOC111137968,LOC111138395"
GO:BP,microtubule-based transport,GO:0099111,FALSE,0.002693607,2.569665848,10,143,4,9567,"LOC111100645,LOC111121925,LOC111130400,LOC111136516"
GO:BP,transport along microtubule,GO:0010970,FALSE,0.002693607,2.569665848,10,143,4,9567,"LOC111100645,LOC111121925,LOC111130400,LOC111136516"
GO:BP,intraciliary transport,GO:0042073,FALSE,0.002693607,2.569665848,10,143,4,9567,"LOC111100645,LOC111121925,LOC111130400,LOC111136516"
GO:BP,microtubule cytoskeleton organization,GO:0000226,FALSE,0.003143039,2.502650259,72,143,8,9567,"LOC111100563,LOC111101168,LOC111103866,LOC111119280,LOC111124399,LOC111129389,LOC111136780,LOC111138395"
GO:BP,axonemal dynein complex assembly,GO:0070286,FALSE,0.004183711,2.378438361,11,143,4,9567,"LOC111101168,LOC111124399,LOC111129389,LOC111138395"
GO:BP,cellular component organization,GO:0016043,FALSE,0.00677722,2.168948417,771,143,27,9567,"LOC111099580,LOC111100563,LOC111100645,LOC111101168,LOC111103866,LOC111104266,LOC111107542,LOC111108798,LOC111110718,LOC111119280,LOC111121210,LOC111121925,LOC111122703,LOC111122906,LOC111123066,LOC111124399,LOC111125129,LOC111127260,LOC111129389,LOC111130400,LOC111131719,LOC111131811,LOC111135726,LOC111136516,LOC111136780,LOC111137968,LOC111138395"
GO:BP,cytoskeleton-dependent intracellular transport,GO:0030705,FALSE,0.008855758,2.052774253,13,143,4,9567,"LOC111100645,LOC111121925,LOC111130400,LOC111136516"
GO:BP,protein-containing complex localization,GO:0031503,FALSE,0.008855758,2.052774253,13,143,4,9567,"LOC111100645,LOC111121925,LOC111130400,LOC111136516"
GO:BP,cytoskeleton organization,GO:0007010,FALSE,0.024301531,1.614366368,151,143,10,9567,"LOC111100563,LOC111101168,LOC111103866,LOC111119280,LOC111122703,LOC111124399,LOC111129389,LOC111131811,LOC111136780,LOC111138395"
GO:CC,organelle,GO:0043226,TRUE,1.76891E-06,5.752293087,1564,74,44,5515,"LOC111099580,LOC111101168,LOC111101424,LOC111103394,LOC111103429,LOC111103635,LOC111103866,LOC111104266,LOC111107542,LOC111110718,LOC111117947,LOC111118002,LOC111119018,LOC111121210,LOC111122906,LOC111123066,LOC111123133,LOC111123746,LOC111123907,LOC111125401,LOC111125428,LOC111125471,LOC111126900,LOC111127260,LOC111128153,LOC111129243,LOC111129389,LOC111130400,LOC111130755,LOC111131690,LOC111131719,LOC111131811,LOC111134337,LOC111134551,LOC111135402,LOC111135726,LOC111135800,LOC111136050,LOC111136516,LOC111136780,LOC111137968,LOC111138201,LOC111138334,LOC111138395"
GO:CC,intracellular anatomical structure,GO:0005622,FALSE,5.73224E-06,5.24167593,1819,74,47,5515,"LOC111099580,LOC111101168,LOC111101424,LOC111103394,LOC111103429,LOC111103635,LOC111103866,LOC111104266,LOC111106048,LOC111107542,LOC111117947,LOC111118002,LOC111118438,LOC111119018,LOC111120068,LOC111121210,LOC111122906,LOC111123066,LOC111123133,LOC111123746,LOC111123907,LOC111125401,LOC111125428,LOC111126900,LOC111127260,LOC111128153,LOC111129243,LOC111129389,LOC111130105,LOC111130400,LOC111130755,LOC111131690,LOC111131719,LOC111131811,LOC111134216,LOC111134337,LOC111134551,LOC111135402,LOC111135726,LOC111135733,LOC111135800,LOC111136050,LOC111136516,LOC111136780,LOC111137968,LOC111138201,LOC111138395"
GO:CC,intracellular organelle,GO:0043229,FALSE,5.36668E-05,4.270294321,1544,74,41,5515,"LOC111099580,LOC111101168,LOC111101424,LOC111103394,LOC111103429,LOC111103635,LOC111103866,LOC111104266,LOC111107542,LOC111117947,LOC111118002,LOC111119018,LOC111121210,LOC111122906,LOC111123066,LOC111123133,LOC111123746,LOC111123907,LOC111125401,LOC111125428,LOC111126900,LOC111127260,LOC111128153,LOC111129243,LOC111129389,LOC111130400,LOC111130755,LOC111131690,LOC111131719,LOC111131811,LOC111134337,LOC111134551,LOC111135402,LOC111135726,LOC111135800,LOC111136050,LOC111136516,LOC111136780,LOC111137968,LOC111138201,LOC111138395"
GO:CC,dynein complex,GO:0030286,FALSE,0.000195576,3.70868532,46,74,7,5515,"LOC111101424,LOC111103394,LOC111125428,LOC111129389,LOC111130400,LOC111136516,LOC111138395"
GO:CC,microtubule cytoskeleton,GO:0015630,FALSE,0.000317501,3.498255458,119,74,10,5515,"LOC111101424,LOC111103394,LOC111103866,LOC111123746,LOC111125428,LOC111129389,LOC111130400,LOC111136516,LOC111136780,LOC111138395"
GO:CC,membrane-bounded organelle,GO:0043227,FALSE,0.000545388,3.263294473,1064,74,31,5515,"LOC111099580,LOC111101168,LOC111103429,LOC111103635,LOC111110718,LOC111117947,LOC111118002,LOC111119018,LOC111121210,LOC111122906,LOC111123066,LOC111123133,LOC111123907,LOC111125401,LOC111125471,LOC111126900,LOC111127260,LOC111128153,LOC111129243,LOC111129389,LOC111130755,LOC111131690,LOC111134337,LOC111134551,LOC111135402,LOC111135800,LOC111136050,LOC111137968,LOC111138201,LOC111138334,LOC111138395"
GO:CC,cilium,GO:0005929,FALSE,0.000882823,3.054126228,38,74,6,5515,"LOC111101168,LOC111110718,LOC111125471,LOC111129389,LOC111138334,LOC111138395"
GO:CC,plasma membrane bounded cell projection,GO:0120025,FALSE,0.001201681,2.920210982,40,74,6,5515,"LOC111101168,LOC111110718,LOC111125471,LOC111129389,LOC111138334,LOC111138395"
GO:CC,cell projection,GO:0042995,FALSE,0.001201681,2.920210982,40,74,6,5515,"LOC111101168,LOC111110718,LOC111125471,LOC111129389,LOC111138334,LOC111138395"
GO:CC,microtubule associated complex,GO:0005875,FALSE,0.001872544,2.727568022,64,74,7,5515,"LOC111101424,LOC111103394,LOC111125428,LOC111129389,LOC111130400,LOC111136516,LOC111138395"
GO:CC,cytoskeleton,GO:0005856,FALSE,0.003489579,2.457226927,225,74,12,5515,"LOC111101168,LOC111101424,LOC111103394,LOC111103866,LOC111123746,LOC111125428,LOC111129389,LOC111130400,LOC111131811,LOC111136516,LOC111136780,LOC111138395"
GO:CC,nucleus,GO:0005634,TRUE,0.006244834,2.204479103,592,74,20,5515,"LOC111099580,LOC111103429,LOC111103635,LOC111118002,LOC111119018,LOC111121210,LOC111123066,LOC111123907,LOC111125401,LOC111126900,LOC111127260,LOC111128153,LOC111129243,LOC111130755,LOC111131690,LOC111135402,LOC111135800,LOC111136050,LOC111137968,LOC111138201"
GO:CC,intracellular non-membrane-bounded organelle,GO:0043232,FALSE,0.007852586,2.104987309,652,74,21,5515,"LOC111099580,LOC111101168,LOC111101424,LOC111103394,LOC111103866,LOC111104266,LOC111107542,LOC111121210,LOC111123746,LOC111125428,LOC111128153,LOC111129243,LOC111129389,LOC111130400,LOC111131719,LOC111131811,LOC111135402,LOC111135726,LOC111136516,LOC111136780,LOC111138395"
GO:CC,non-membrane-bounded organelle,GO:0043228,FALSE,0.007852586,2.104987309,652,74,21,5515,"LOC111099580,LOC111101168,LOC111101424,LOC111103394,LOC111103866,LOC111104266,LOC111107542,LOC111121210,LOC111123746,LOC111125428,LOC111128153,LOC111129243,LOC111129389,LOC111130400,LOC111131719,LOC111131811,LOC111135402,LOC111135726,LOC111136516,LOC111136780,LOC111138395"
GO:CC,catalytic complex,GO:1902494,FALSE,0.019575059,1.708296921,354,74,14,5515,"LOC111099580,LOC111101424,LOC111103394,LOC111121210,LOC111125401,LOC111125428,LOC111126900,LOC111129389,LOC111130400,LOC111134337,LOC111135402,LOC111135800,LOC111136516,LOC111138395"
GO:CC,protein-containing complex,GO:0032991,FALSE,0.044731752,1.349384093,1139,74,28,5515,"LOC111099580,LOC111100645,LOC111101424,LOC111103394,LOC111104266,LOC111107542,LOC111118438,LOC111119018,LOC111121210,LOC111121925,LOC111123133,LOC111124410,LOC111125401,LOC111125428,LOC111126900,LOC111127260,LOC111129243,LOC111129389,LOC111130400,LOC111131719,LOC111134216,LOC111134337,LOC111134551,LOC111135402,LOC111135800,LOC111136516,LOC111138201,LOC111138395"
GO:CC,intraciliary transport particle B,GO:0030992,TRUE,0.049932127,1.301619938,3,74,2,5515,"LOC111100645,LOC111121925"
