,,,,,,,,,measured values,,,,NR: not run,,,,,,,CO2SYS CALCULATED VALUES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,FQ: failed quality,,,,,,,TA+DIC,,,,,,,,,,,,,,,TA + pH,,,,,,,,,,,,,,,DIC + pH,,,,,,,,,,,,
Date,Type of exp.,Chamber/bucket #,pH,OA/pCO2 treat.,,Salinity,t(oC) spec,P (dbars),Total P (mmol/kgSW),Total Si (mmol/kgSW),t(oC) of bucket,P (dbars),TA (mmol/kgSW),TCO2 (mmol/kgSW),pH Chosen scale (4 decimals),TA > TCO2 Yes or No,,t(oC) out,pH out,fCO2 out (matm),pCO2 out (matm),HCO3 out (mmol/kgSW),CO3 out (mmol/kgSW),CO2 out (mmol/kgSW),B Alk out (mmol/kgSW),OH out (mmol/kgSW),P Alk out (mmol/kgSW),Si Alk out (mmol/kgSW),Revelle out,WCa out,WAr out [TA+DIC],xCO2 out (dry at 1 atm) (ppm) [TA+DIC],,pH out,fCO2 out (matm),pCO2 out (matm),HCO3 out (mmol/kgSW),CO3 out (mmol/kgSW),CO2 out (mmol/kgSW),B Alk out (mmol/kgSW),OH out (mmol/kgSW),P Alk out (mmol/kgSW),Si Alk out (mmol/kgSW),Revelle out,WCa out,WAr out [TA+pH],xCO2 out (dry at 1 atm) (ppm) [TA+pH],,pH out,fCO2 out (matm),pCO2 out (matm),HCO3 out (mmol/kgSW),CO3 out (mmol/kgSW),CO2 out (mmol/kgSW),B Alk out (mmol/kgSW),OH out (mmol/kgSW),P Alk out (mmol/kgSW),Si Alk out (mmol/kgSW),Revelle out,WCa out,WAr out  [DIC+pH],xCO2 out (dry at 1 atm) (ppm) [DIC+pH]
8/10/2022,testing sys,1,8,,,28.54,20.53,1,0,0,22.8,1,2009.55,1856.88,7.956,yes,,22.8,7.858,592,594,1730.2,108.2,18.4,48.6,3.2,0,0,13.182,2.73,1.75,610.4,,7.922,499.4,501.1,1693.7,123,15.5,55.2,3.7,0,0,12.246,3.1,1.99,515,,7.922,506.2,507.8,1716.5,124.6,15.7,55.2,3.7,0,0,12.288,3.14,2.02,521.9
8/10/2022,testing sys,2,7.5,,,28.59,20.78,1,0,0,22.8,1,2001.03,1960.76,7.6375,yes,,22.8,7.535,1341,1345.4,1863.6,55.5,41.7,25,1.5,0,0,17.311,1.4,0.9,1382.7,,7.61,1112.9,1116.5,1839.6,65.2,34.6,29.3,1.8,0,0,16.625,1.64,1.06,1147.5,,7.61,1125.2,1128.9,1859.9,65.9,35,29.3,1.8,0,0,16.664,1.66,1.07,1160.1
8/10/2022,testing sys,3,7,,,28.57,20.81,1,0,0,22.8,1,1999.17,2004.97,7.4728,no,,22.8,7.367,2015.4,2022.1,1903.8,38.5,62.7,17.3,1,0,0,17.511,0.97,0.62,2078.1,,7.448,1657.3,1662.8,1885.4,45.9,51.5,20.7,1.3,0,0,17.671,1.16,0.74,1708.8,,7.448,1675.8,1681.3,1906.4,46.5,52.1,20.7,1.3,0,0,17.703,1.17,0.75,1727.9
8/16/2022,spat downstairs,1,8,Amb,,28.9,23.13,1,0,0,23.4,1,2017.53,1715.93,8.1832,yes,,23.4,8.191,238.7,239.5,1500,208.6,7.3,92.9,7.4,0,0,8.976,5.25,3.39,246.3,,8.179,246.8,247.7,1510.3,204.5,7.5,91.1,7.2,0,0,9.079,5.14,3.32,254.8,,8.179,245.9,246.7,1504.7,203.7,7.5,91.1,7.2,0,0,9.071,5.12,3.31,253.8
8/16/2022,spat downstairs,2,8,Amb,,28.86,23.17,1,0,0,23.5,1,,1739.67,8.1321,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.127,284.9,285.8,1544.9,186.1,8.7,83.2,6.4,0,0,9.551,4.68,3.02,294.1
8/16/2022,spat downstairs,3,8,Amb,,28.81,22.93,1,0,0,23.6,1,2019.61,1725.79,8.1742,yes,,23.6,8.174,250.6,251.4,1514.3,203.9,7.6,90.3,7.2,0,0,9.109,5.13,3.32,258.7,,8.164,258.3,259.1,1523.4,200.2,7.9,88.7,7,0,0,9.205,5.04,3.26,266.7,,8.164,257.4,258.3,1518.4,199.6,7.8,88.7,7,0,0,9.197,5.03,3.25,265.8
8/16/2022,spat downstairs,4,8,Amb,,28.9,23.18,1,0,0,23.3,1,,1734.39,8.1354,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.134,279.1,280,1538.9,187,8.5,84,6.4,0,0,9.508,4.7,3.03,288
8/16/2022,spat downstairs,5,8,Amb,,28.81,22.98,1,0,0,23.7,1,2038.01,1775.61,8.1201,yes,,23.7,8.11,303.7,304.6,1582,184.4,9.2,80.9,6.3,0,0,9.737,4.65,3,313.6,,8.109,304.6,305.6,1582.9,184.1,9.2,80.7,6.3,0,0,9.749,4.64,3,314.6,,8.109,304.5,305.5,1582.4,184,9.2,80.7,6.3,0,0,9.748,4.63,2.99,314.5
